NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,0,0,0,0,0,0,1,0,0,0,0,8,8,0,2.28444,1
0,0,1,1,0,0,0,0,0,0,1,0,0,8,320,0,2.49334,1
1,1,1,0,0,0,0,0,0,1,1,0,0,22,8,0,1.866667,1
0,0,1,0,0,1,0,0,1,1,0,1,1,8,8,0,2.505575,1
1,0,1,0,0,0,0,0,1,1,0,1,1,22,8,0,1.3556,1
0,1,1,0,1,0,0,0,0,1,0,1,0,22,8,0,1.3556,1
0,0,0,1,0,0,0,0,1,1,0,0,0,22,8,0,1.3556,1
0,0,1,0,0,1,0,0,1,0,0,1,1,22,8,0,1.3556,1
1,1,1,0,0,0,0,1,0,1,0,1,0,48,8,2,1.3556,1
0,1,0,0,0,0,0,0,0,1,1,0,0,44,320,0,1.3556,1
0,1,1,0,0,1,0,0,0,0,1,1,0,8,8,0,2.677775,1
0,0,1,1,0,0,0,0,1,0,0,0,0,8,8,1,2.677775,1
1,0,0,0,0,1,0,0,1,1,0,1,1,8,8,0,2.677775,1
0,0,1,1,0,0,0,1,0,0,0,0,0,8,8,0,2.677775,1
0,0,1,1,0,0,1,0,0,1,0,1,0,22,320,0,2.2889,1
1,0,1,1,0,0,0,0,1,1,0,1,0,22,8,0,1.4889,1
1,1,1,0,0,0,0,1,0,1,0,1,0,22,8,1,2.474067,1
1,1,1,0,0,0,0,0,1,1,0,1,0,8,8,0,2.3,1
0,0,0,1,0,1,1,0,0,0,0,0,0,8,160,0,2.3,1
0,1,1,0,1,0,0,0,0,0,0,0,0,8,8,0,2.0889,1
