encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,1,0,0,0,1,0,0,2.8,1
1,0,0,1,0,0,0,0,1,1,0,2.7889,1
1,0,0,1,0,0,0,1,0,1,0,2.79112,1
0,0,0,0,1,0,0,1,1,0,1,1.511067,1
0,0,0,0,0,1,0,0,0,1,0,1.511067,1
0,1,1,0,0,0,0,1,0,0,0,2.79112,1
1,0,0,0,0,0,1,1,0,0,0,2.79112,1
0,0,0,0,0,1,0,1,0,1,0,1.511067,1
1,0,1,0,0,0,0,1,0,0,0,1.511067,1
1,1,0,0,1,0,0,1,1,0,0,1.511067,1
1,1,0,0,1,0,0,0,0,0,0,1.7556,1
0,0,0,0,0,1,0,0,1,0,0,2.133333,1
