id,8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,profile,qcomp,qpmax,qpmin,rc-lookahead,ref,scenecut,subme,threads,trellis,weightb,weightp,weight,selected
96,0,none,1,0.0517809269619148,0,5,0,7,20.60851486732971,-4:4,auto,0,392,2,umh,54,0,1,cbr,1,main,0.0311007961760659,37,18,28,7,21,9,12,0,0,0,1.702213,0
96,0,none,1,1.2284413190883303,0,5,0,7,20.60851486732971,-4:4,auto,0,392,2,umh,54,0,1,cbr,1,main,0.0311007961760659,37,18,28,7,21,9,12,0,0,0,1.702213,0
1908,0,p4x4,3,1.3381699574248425,0,0,1,-6,23.21909479916627,5:5,auto,0,322,1,dia,35,1,0,none,0,baseline,0.5953676782928479,48,4,92,2,80,8,2,1,0,0,1.044417,0
1042,0,none,3,0.8694210481076649,0,14,1,-2,29.71403796292493,0:0,none,0,307,0,esa,49,1,0,none,0,baseline,0.835904787497133,51,0,147,2,48,0,23,0,1,0,1.2111,0
1908,0,p4x4,3,1.3381699574248425,0,8,1,-6,23.21909479916627,5:5,auto,0,322,0,dia,54,0,0,none,0,baseline,0.9101993554684676,48,4,236,2,80,0,11,0,0,0,1.9037,1
1908,0,p4x4,3,1.3381699574248425,0,8,1,-6,23.21909479916627,5:5,auto,0,322,4,dia,35,1,1,none,0,baseline,0.5953676782928479,48,4,92,2,80,0,60,0,0,0,0.955533,0
96,0,none,1,0.0517809269619148,0,5,0,7,20.60851486732971,1:-1,auto,0,314,2,umh,54,0,1,cbr,1,main,0.0311007961760659,37,18,28,7,21,9,12,0,1,0,0.955533,0
96,0,none,1,1.6637035340564157,0,5,0,7,21.688814741577115,-4:4,auto,0,392,2,dia,54,0,1,cbr,1,main,0.0311007961760659,37,18,28,7,21,9,12,0,0,0,0.955533,0
1333,0,p4x4,1,0.0517809269619148,0,9,1,7,20.60851486732971,-4:4,spatial,0,51,4,dia,7,1,1,none,0,baseline,0.5953676782928479,43,4,92,2,36,0,60,0,0,0,0.955533,0
76,0,p8x8,1,0.6295137611273145,2,0,1,9,29.58495568862226,4:4,spatial,0,51,0,dia,54,0,1,none,0,baseline,0.6493532546000097,48,4,92,2,80,0,2,0,0,0,0.955533,0
388,1,all,1,1.900260528898256,1,13,0,-3,18.463602316450057,2:2,auto,0,322,1,dia,35,1,1,none,0,baseline,0.5953676782928479,48,4,92,2,80,8,2,1,1,0,0.9333,0
96,0,none,1,1.2284413190883303,0,8,0,7,20.60851486732971,-4:4,auto,0,392,2,umh,25,0,1,cbr,1,main,0.0311007961760659,46,18,82,6,16,1,56,1,1,1,0.9333,0
1908,0,p8x8,3,1.3381699574248425,0,7,1,-6,23.21909479916627,5:5,auto,0,322,0,dia,54,0,0,none,1,baseline,0.9101993554684676,48,4,236,2,80,0,11,0,0,1,0.9333,0
1908,0,p4x4,3,1.3381699574248425,0,8,1,-6,23.21909479916627,5:5,auto,0,322,0,dia,47,0,0,none,0,baseline,0.9101993554684676,48,4,236,2,80,0,13,0,0,1,0.9333,0
96,0,none,1,0.0517809269619148,0,5,0,7,4.959411982839231,-4:4,auto,0,392,2,tesa,54,0,1,cbr,0,main,0.0311007961760659,37,18,28,7,21,9,12,0,1,0,1.477783,0
96,0,none,1,0.0517809269619148,0,5,0,7,4.959411982839231,-4:4,auto,0,392,2,tesa,54,0,1,cbr,0,main,0.0311007961760659,37,18,28,7,21,9,12,1,1,0,0.9333,0
2050,0,p4x4,0,0.4371457905377309,0,1,1,7,41.823951441229056,-5:5,spatial,0,389,4,dia,46,0,0,cbr,0,main,0.6231124875551697,37,4,43,12,96,3,22,0,1,0,0.977767,0
2050,0,p4x4,0,0.4371457905377309,0,1,1,7,41.823951441229056,-5:5,spatial,0,385,4,dia,46,0,0,cbr,0,main,0.0311007961760659,37,18,28,7,21,9,12,0,0,0,0.977767,0
2050,0,p4x4,0,0.1326677839752556,0,1,1,7,41.823951441229056,-5:5,spatial,0,389,4,dia,46,0,0,cbr,0,main,0.6231124875551697,37,4,43,12,96,3,22,0,0,0,0.977767,0
1908,0,p4x4,3,1.3381699574248425,0,8,1,7,41.823951441229056,-5:5,spatial,0,389,4,dia,46,0,0,cbr,0,main,0.6231124875551697,37,16,43,12,96,3,22,2,1,0,0.977767,0
2050,0,p4x4,0,0.4371457905377309,0,1,1,7,41.823951441229056,-5:5,spatial,0,389,4,dia,46,0,0,cbr,0,main,0.8227454218802388,37,4,43,12,96,3,45,0,1,0,0.977767,0
2050,1,p4x4,0,0.9545401417867104,0,1,1,7,41.823951441229056,-5:5,spatial,0,389,3,dia,46,0,0,cbr,0,main,0.8227454218802388,37,4,152,1,96,3,34,0,1,0,0.977767,0
