NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,0,0,0,0,0,0,0,0,1,1,0,1,48,8,0,11.27
0,0,1,1,0,0,1,0,0,1,0,1,0,22,8,1,2.75
1,0,0,0,0,0,0,0,1,1,0,0,1,48,8,0,11.63
0,0,1,0,0,0,0,0,1,1,0,1,1,44,8,0,9.19
0,0,0,0,0,0,0,1,0,1,0,0,1,44,8,2,9.29
1,1,1,0,0,0,0,0,0,1,1,1,0,22,8,2,5.23
0,1,0,0,0,0,0,1,0,0,0,0,0,8,160,0,1.57
0,1,0,0,0,0,0,0,0,0,1,0,0,8,160,0,2.17
1,1,1,0,0,0,1,0,0,1,0,1,0,48,8,1,3.86
1,0,0,0,0,1,0,1,0,1,0,1,1,44,320,0,7.3
1,0,0,1,0,1,1,0,1,1,0,0,1,22,160,0,30.75830305090461
0,0,0,0,0,1,1,0,1,0,1,1,0,22,320,2,30.751219609483446
1,1,0,1,1,0,1,1,0,0,1,1,0,44,8,0,30.755162731455115
0,0,1,1,0,0,0,1,1,0,0,0,1,8,160,2,30.756910778465386
0,0,0,1,0,0,0,0,1,1,1,1,0,22,160,0,30.754024465068838
1,0,0,1,1,0,0,0,0,0,1,1,0,8,160,0,30.75660233955658
1,1,0,0,0,1,0,0,1,1,0,1,0,8,8,1,30.75327067075107
0,1,0,1,1,0,0,1,0,1,1,0,1,8,8,1,30.753975974308837
1,0,0,0,1,0,1,1,0,0,0,0,0,44,8,1,30.75210220491509
1,1,0,0,1,0,0,1,1,0,1,1,0,8,320,1,30.756693658422414
1,1,0,0,1,1,1,0,0,1,1,1,1,48,8,1,30.758369523268534
1,0,1,0,1,1,0,0,1,1,0,0,1,48,160,2,30.758731929565872
0,1,1,0,1,0,1,1,1,1,0,1,0,48,8,1,30.753902315632388
0,1,1,1,1,0,0,1,1,1,0,1,1,8,320,0,30.751708108484568
0,1,0,0,1,1,0,1,0,1,0,1,0,48,160,2,30.754720526295106
1,1,0,1,0,1,0,1,0,0,0,0,1,22,8,1,30.753101309065116
0,1,1,0,0,0,0,0,0,0,1,1,1,22,8,0,30.75256124823175
1,1,0,0,1,1,0,0,1,0,0,0,0,48,160,0,30.75342464947421
1,0,1,1,1,0,0,0,1,0,1,0,1,22,160,0,30.751170030453242
1,0,1,1,0,1,1,1,0,0,0,1,1,44,160,2,30.75483292041839
0,0,0,0,1,0,0,1,0,0,0,1,0,8,160,0,30.753714854574365
0,1,0,0,0,0,0,1,0,0,0,1,0,8,160,0,2.15
