NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,1,1,0,0,0,1,0,0,1,0,0,0,22,160,0,1.874067,1
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,0,2.895229,1
1,0,1,1,0,0,0,1,0,1,0,1,0,22,8,1,2.39776,1
1,0,1,1,0,0,0,1,0,1,0,1,0,22,160,0,1.3444,0
0,0,0,0,0,0,0,0,1,1,0,0,1,22,8,1,1.3444,1
0,0,1,0,0,0,0,0,1,0,0,0,1,22,8,0,1.3444,1
0,0,0,0,0,0,0,0,1,1,0,0,1,22,8,0,1.3444,0
1,1,1,0,0,0,0,1,0,1,0,1,0,22,8,0,1.3444,1
1,0,1,0,0,0,0,0,1,1,0,0,1,22,8,1,1.3444,1
1,0,1,0,0,0,0,0,1,1,0,0,1,22,8,0,1.3444,1
1,0,1,0,0,0,0,0,1,1,0,1,1,8,8,0,2.1611,1
1,0,0,0,0,0,0,0,1,1,0,1,1,8,8,0,2.1611,1
0,1,0,0,0,1,0,0,0,1,1,0,0,22,160,0,2.1611,1
0,0,0,1,0,1,0,0,0,0,1,1,0,22,160,0,1.6389,1
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,1,2.4111,1
1,1,1,0,0,1,0,0,0,0,1,1,0,8,8,0,2.4111,1
1,0,1,0,1,0,0,0,0,1,0,1,1,8,8,0,2.4111,1
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,2,2.1389,1
0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,0,2.1389,1
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,2,2.1389,1
1,1,1,0,0,1,0,0,0,0,1,1,0,8,320,0,2.1389,1
0,0,0,1,0,0,0,0,0,0,1,0,0,8,160,0,2.1389,1
