NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,1,0,0,0,1,1,0,0,0,0,0,0,22,8,0,1.93
0,0,0,1,0,0,0,0,0,0,1,0,0,22,8,0,1.33
0,0,1,0,0,1,0,1,0,1,0,0,1,48,160,0,4.49
1,1,0,0,1,1,0,0,0,1,0,1,0,8,320,0,0.81
1,1,1,0,0,1,0,0,1,1,0,1,0,44,320,0,1.59
1,0,1,0,0,0,0,0,1,1,0,0,1,8,8,0,0.79
0,0,0,1,0,0,0,0,0,0,1,0,0,8,8,0,0.76
1,1,0,0,1,0,0,0,0,1,0,1,0,8,8,0,0.67
1,0,1,1,0,0,0,0,1,0,0,1,0,8,8,1,0.91
1,1,1,0,0,0,0,1,0,1,0,1,0,8,8,1,0.57
0,1,0,1,0,1,0,0,0,1,1,0,1,44,160,1,4.813726654927783
0,1,0,1,0,0,1,1,1,0,1,0,1,48,320,0,4.8136539532932705
0,1,0,1,0,1,1,1,1,1,0,0,0,44,8,0,4.818094524944317
1,0,1,0,1,0,1,0,0,0,0,1,1,44,160,1,4.814667163815536
0,1,0,0,1,0,0,1,0,1,0,1,1,22,160,1,4.8166947983032005
0,1,1,0,1,1,1,1,1,0,0,1,0,22,160,0,4.816883667139447
1,0,0,0,1,1,1,1,1,0,0,1,1,48,160,2,4.811157638464399
0,1,1,0,0,0,1,0,0,1,1,0,1,22,8,2,4.8151888622881645
1,0,1,0,0,0,0,0,0,0,1,0,1,44,320,2,4.817637176061016
1,0,0,1,0,1,1,1,0,1,1,0,1,48,160,2,4.816097699685389
0,1,0,0,1,1,0,0,0,0,0,0,1,8,8,1,4.813606219495609
0,0,1,0,0,1,0,0,0,1,1,0,0,8,8,0,4.817448003945797
0,0,1,1,1,1,1,1,0,0,0,1,0,22,320,2,4.815324886716255
1,0,1,0,1,0,1,1,1,1,1,1,0,22,160,2,4.816020348748069
0,1,0,1,1,0,1,0,1,1,1,0,0,44,160,2,4.8136427139500295
1,0,0,0,1,0,0,1,1,1,0,1,0,22,160,0,4.8141397873619605
0,1,0,1,1,0,1,0,0,0,0,1,1,48,320,0,4.814151818984808
0,0,1,0,1,0,1,0,1,1,0,0,1,48,320,1,4.816253066223964
1,0,0,0,1,1,0,1,0,0,1,0,1,8,160,2,4.815370590709836
1,0,0,0,0,0,0,0,0,1,1,1,1,22,160,2,4.816255161142056
0,0,0,0,0,0,0,0,1,1,0,0,1,8,8,0,1.31
0,1,1,0,1,1,0,0,1,1,0,1,0,44,320,0,4.813344021794626
1,1,0,1,1,0,1,0,1,1,1,0,0,44,160,1,4.818235714455828
0,1,0,1,0,1,0,0,0,0,1,0,1,44,160,2,4.8131169890033565
1,1,1,0,1,0,0,1,0,0,0,1,0,8,8,1,4.815301678821114
1,1,1,0,0,0,1,1,0,1,0,1,0,8,8,1,4.817719913704089
1,0,1,1,0,1,0,0,1,0,1,0,0,44,8,1,4.813624709039918
0,0,0,1,0,0,0,0,0,0,0,1,0,8,8,1,4.813756339385705
1,1,1,0,0,0,0,1,0,1,0,1,0,8,160,0,4.813639849999442
1,0,0,1,0,0,0,0,0,0,0,0,0,22,8,1,4.818640658017464
1,0,1,0,0,1,0,1,0,0,0,0,0,48,160,0,4.812508731503544
0,0,1,0,1,0,1,0,0,1,0,0,1,44,160,1,4.818572400272458
0,1,0,1,0,1,1,1,1,1,0,1,0,44,320,0,4.8170447825283595
1,1,1,0,0,1,0,1,1,0,1,0,1,48,320,0,4.812545268944189
0,1,1,0,1,0,0,1,1,1,0,1,0,22,160,0,4.8137091263940235
1,0,0,0,0,0,0,0,0,1,1,0,1,22,8,2,4.816452482647785
1,1,0,0,1,1,1,1,1,0,0,1,1,48,160,2,4.8147504268135135
1,0,0,0,1,0,1,0,0,0,0,1,0,8,8,0,4.813666868442061
0,0,0,1,0,0,0,0,0,1,0,1,0,22,320,0,4.813896694655404
1,0,1,0,1,0,1,0,0,0,1,0,0,44,8,1,4.815224704287767
1,0,1,0,1,0,0,0,1,0,0,1,0,48,8,1,4.818204852610716
1,1,1,0,0,0,0,0,1,1,0,0,1,8,8,0,4.811706424721029
1,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,4.812320334876746
0,1,0,0,0,1,1,0,0,0,1,0,0,44,8,0,4.812416871666309
1,0,0,1,0,0,0,0,1,0,0,1,0,8,8,0,0.67
0,0,0,0,0,0,0,0,1,1,0,1,1,8,320,1,4.814990560375081
1,0,0,1,0,1,0,1,0,0,1,0,0,8,8,0,4.8134920512701465
0,1,0,0,1,0,1,0,0,1,0,1,0,8,8,2,4.81784703458039
0,0,1,0,0,0,0,0,1,1,0,0,1,8,8,0,4.816055604049563
1,0,1,0,0,1,0,1,1,1,0,0,1,22,160,0,4.811812547544149
0,1,0,1,0,1,1,0,0,0,0,0,0,22,8,0,4.815244359774701
0,1,0,0,0,0,0,1,1,1,0,0,0,8,8,0,4.816622327733134
0,1,0,0,0,1,1,0,0,0,0,1,0,8,8,0,4.81793626939881
0,1,1,0,0,0,0,1,0,0,0,1,0,8,8,2,4.812891293278696
1,1,1,0,1,1,0,1,1,1,1,1,0,44,320,0,4.8186669009667575
1,0,1,0,0,1,0,0,0,1,0,1,0,8,320,0,4.816417494824328
1,1,0,0,1,1,0,1,0,0,0,0,1,48,160,1,4.813397360932102
1,1,0,0,0,1,0,0,0,1,1,1,0,48,8,2,4.814784536139442
1,1,0,0,1,0,0,0,0,0,0,0,0,22,160,0,4.81683371225174
1,0,1,0,0,0,0,1,1,1,0,0,1,8,320,0,4.818545580300432
1,1,1,0,0,1,0,0,1,1,0,1,0,8,320,2,4.817602927671854
1,1,0,0,0,0,0,0,0,0,1,0,0,22,8,0,1.77
0,0,0,1,0,0,1,0,0,1,0,1,0,48,8,1,4.8158552230174605
0,0,1,1,0,0,0,0,1,0,0,1,0,8,8,0,4.817972676997756
1,0,0,1,0,0,0,1,0,0,1,0,0,8,8,0,4.81534687657795
1,0,0,0,0,0,0,0,0,0,0,1,0,8,8,1,4.815191618807759
1,1,1,0,0,0,0,1,0,1,0,0,0,22,8,0,4.81325385412143
1,0,0,0,1,1,1,1,1,1,0,1,0,22,320,0,4.815656364249398
1,1,1,0,0,1,0,0,1,0,0,1,1,48,160,2,4.815357013951916
1,0,0,0,0,0,0,0,0,1,0,0,1,8,8,0,4.813595641183875
1,0,0,0,1,1,1,1,1,0,0,1,1,44,160,2,4.817673863187195
1,0,1,0,0,1,0,1,0,0,0,0,0,48,160,1,4.812725320116752
1,1,1,1,0,0,0,1,0,1,0,0,1,8,8,0,4.814013375872883
1,0,1,0,0,0,0,1,1,1,0,1,0,22,8,1,4.817380491001007
0,0,0,1,0,0,1,0,0,1,0,1,0,8,320,1,4.814624211750219
1,1,1,0,0,0,0,1,0,0,1,0,0,48,8,0,4.816458840532689
0,0,0,1,0,0,1,0,0,0,1,1,0,8,8,0,4.81831687381183
0,0,0,1,0,0,0,1,0,0,1,0,0,8,8,0,4.8158463581656985
1,0,0,0,1,0,0,0,1,1,0,0,1,8,8,0,4.812694595874276
1,0,1,0,0,1,0,0,0,1,0,1,0,8,320,2,4.815390051410343
