NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,0,1,0,0,0,0,1,0,0,1,0,8,8,1,2.896289,1
1,0,1,1,0,0,1,0,0,1,0,1,0,22,8,0,1.837,1
1,0,0,1,0,0,0,0,1,0,0,1,0,22,8,0,1.66665,1
1,1,1,0,0,0,0,0,0,0,1,1,0,22,8,0,2.0722,1
1,0,1,1,0,0,1,0,0,0,0,1,0,22,8,0,1.2222,0
0,0,0,0,0,0,0,0,1,1,0,0,1,22,8,1,1.2222,0
1,0,0,0,0,1,1,0,0,1,0,1,1,22,8,0,1.2222,0
1,1,1,0,1,0,0,0,0,0,0,1,0,22,8,0,1.681467,1
1,0,1,0,1,1,0,0,0,1,0,1,1,22,8,0,1.2222,1
1,0,1,0,1,1,0,0,0,0,0,1,1,22,8,0,1.2222,1
0,1,1,0,1,0,0,0,0,0,0,0,0,8,8,0,2.70555,1
1,1,0,0,1,0,0,0,0,0,0,0,0,8,8,0,2.13335,1
1,0,0,0,0,0,0,0,1,1,0,0,1,8,8,1,1.5111,1
1,0,1,1,0,1,1,0,0,0,0,1,0,8,8,0,2.5037,1
1,0,1,0,0,1,1,0,0,1,0,1,1,8,160,0,1.6444,1
1,0,0,0,0,1,0,0,1,1,0,1,1,8,8,0,2.5037,1
1,0,1,1,0,0,0,0,1,0,0,1,0,8,8,1,2.1,1
1,1,1,0,0,0,0,0,1,1,0,1,0,8,8,0,2.33335,1
0,1,0,0,1,0,0,0,0,0,0,0,0,8,8,0,1.9556,1
1,0,0,1,0,0,0,0,1,1,0,0,0,8,8,0,2.33335,1
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,0,2.1111,1
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,1,2.1111,1
1,0,1,1,0,1,0,0,1,1,0,1,0,8,8,0,2.1111,1
