encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,1,0,0,0,0,0,0,2.311117,1
0,1,0,0,1,0,0,1,1,1,0,1.9852,1
0,1,0,0,1,0,0,0,1,0,1,1.9852,1
0,0,0,0,1,0,0,1,0,0,1,1.9852,1
0,0,0,0,1,0,0,0,0,1,0,2.318533,1
0,0,0,0,1,0,0,0,0,0,0,1.288867,1
1,1,0,0,1,0,0,0,0,1,0,2.655575,1
0,0,0,1,0,0,0,1,1,0,0,1.288867,1
0,0,0,0,1,0,0,0,1,0,1,1.288867,1
0,0,0,0,1,0,0,1,1,0,1,2.311117,1
1,0,0,0,1,0,0,0,1,0,1,2.333367,1
1,1,0,0,1,0,0,0,0,0,0,1.6667,1
0,1,0,0,1,0,0,1,1,0,1,2.333367,1
0,0,0,0,0,0,1,0,1,0,0,2.000033,1
0,1,0,0,1,0,0,0,0,0,1,2.000033,1
