NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,0,0,1,0,0,1,0,1,0,22,8,0,2.92448,1
1,0,1,1,1,0,0,0,0,0,0,1,0,8,8,0,2.92448,1
1,1,1,0,0,1,0,0,1,1,0,1,0,22,160,0,2.9167,1
0,1,1,0,0,1,0,0,1,1,0,1,0,22,160,0,2.255583,1
1,0,0,0,0,0,0,0,1,0,0,0,1,22,8,1,1.644467,1
1,1,1,0,0,0,0,1,0,1,0,1,0,22,8,2,1.644467,1
0,0,0,0,1,0,0,0,0,0,0,0,1,22,160,0,1.644467,1
1,0,0,0,0,1,1,0,0,1,0,1,1,44,160,0,1.644467,1
1,1,1,0,0,1,0,0,1,1,0,1,0,48,320,0,1.644467,1
0,0,0,0,0,0,0,0,1,0,0,0,1,48,8,1,1.644467,1
1,1,1,0,0,1,0,0,1,1,0,1,0,8,320,0,2.577817,1
1,0,0,1,1,1,0,0,0,1,0,1,0,8,320,0,2.577817,1
1,1,1,0,0,0,1,0,0,1,0,0,0,22,8,0,2.577817,1
1,1,1,0,0,0,0,1,0,1,0,1,0,22,8,1,2.288933,1
1,1,1,0,0,1,0,0,1,1,0,1,0,22,8,0,2.288933,1
