auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
0,0,0,0,1,0,0,0,0,0,0,0,0.956595,0
1,0,1,1,1,0,0,0,0,1,0,1,1.5511,1
1,0,0,0,1,0,0,1,0,0,1,0,1.351319,1
0,1,0,0,1,0,0,0,0,0,0,0,0.956595,0
0,0,1,0,0,0,0,1,0,0,1,0,0.952414,0
1,0,0,0,1,0,1,1,0,0,1,0,1.351319,1
1,1,0,1,0,0,0,0,0,1,0,0,1.53335,1
0,1,1,1,0,0,1,0,0,0,0,0,0.952414,0
1,1,0,0,1,0,0,1,0,0,1,0,2.267386,1
0,1,1,1,1,0,0,0,0,0,0,0,0.956595,0
0,1,0,0,0,0,0,0,0,0,0,1,0.672971,0
0,0,1,1,1,0,0,1,0,0,0,0,1.190443,0
0,1,1,1,1,0,0,0,0,0,0,1,0.672971,0
0,1,0,0,0,0,0,0,0,0,0,0,0.672971,0
1,1,1,1,1,0,0,1,0,1,1,1,1.961905,1
1,0,0,0,1,0,0,0,0,1,0,0,1.193629,1
0,0,0,1,0,0,0,0,0,1,0,0,1.136486,0
0,0,1,1,0,0,0,0,0,0,0,0,1.136486,0
0,0,1,1,0,0,0,0,0,1,0,0,1.136486,0
0,0,1,1,0,0,0,1,0,1,0,0,1.136486,0
1,0,0,1,0,0,0,0,0,0,0,0,1.631757,1
0,0,1,1,0,0,0,0,0,0,0,1,1.136486,0
0,0,1,0,0,0,0,0,0,0,0,0,1.136486,0
1,1,0,1,1,0,0,1,0,0,1,0,1.620657,1
1,1,1,1,1,0,0,1,0,1,1,0,1.774614,1
1,1,1,1,1,0,0,1,0,0,1,0,1.620657,1
1,1,0,0,1,0,0,1,0,1,0,0,1.620657,1
1,1,1,1,1,0,0,0,0,0,0,1,1.939705,1
1,1,0,0,1,0,0,0,0,0,1,0,1.939705,1
1,0,0,0,1,1,0,0,0,0,1,0,1.5556,1
1,0,0,1,0,0,0,0,0,0,1,0,1.5556,1
1,1,1,0,0,0,0,1,0,1,0,0,1.720657,1
1,1,0,1,0,0,0,0,0,0,0,0,1.720657,1
1,1,1,1,1,0,0,0,0,1,0,0,1.720657,1
1,1,1,1,1,0,0,0,0,1,1,0,1.720657,1
