encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,0,0,1,1,0,0,0,1.333333,1
1,1,0,0,0,1,0,0,0,0,0,2.644444,1
0,0,0,0,1,0,0,0,0,0,1,1.8,1
1,1,0,0,1,0,0,0,0,0,0,2.6,1
1,0,0,1,0,0,0,1,0,1,0,2.3,1
1,0,0,0,1,0,0,0,1,0,0,2.675,1
1,1,0,1,0,0,0,0,0,0,0,2.4,1
0,0,0,0,1,0,0,0,0,1,1,0.6,1
1,1,0,0,1,0,0,0,1,0,1,0.6,1
0,0,0,0,1,0,0,0,1,1,0,0.6,1
0,0,0,0,0,1,0,0,0,0,0,2.4,1
1,0,0,0,1,0,0,0,1,0,1,1.8,1
0,1,0,0,0,1,0,0,0,0,0,1.8,1
0,0,0,0,1,0,0,0,0,1,0,1.8,1
