NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,0,2.898429,1
1,1,1,0,0,1,1,0,0,1,0,1,0,8,160,0,2.898429,1
1,1,1,0,0,0,1,0,0,1,0,1,0,22,8,0,2.2167,1
1,0,1,0,0,1,0,0,1,1,0,1,1,8,160,0,1.896333,1
1,0,0,1,0,0,0,0,1,0,0,1,0,22,8,0,1.4556,1
0,0,1,0,1,0,0,0,0,0,0,1,1,8,8,1,1.91115,1
1,0,1,0,0,0,0,0,1,1,0,1,1,22,8,0,1.4556,1
0,1,0,0,0,0,0,0,0,0,1,0,0,44,8,2,1.4556,1
1,0,1,0,0,0,0,0,1,1,0,1,1,22,8,1,1.4556,1
1,0,0,0,0,0,1,0,0,1,0,1,1,22,8,0,1.4556,1
0,1,0,0,0,0,1,0,0,0,0,1,0,8,8,0,2.6389,1
1,1,1,0,1,0,0,0,0,1,0,1,0,8,160,0,2.6389,1
1,1,1,0,0,0,0,0,1,1,0,1,0,8,8,2,2.17225,1
0,1,1,0,1,0,0,0,0,0,0,1,0,8,8,1,1.9778,1
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,1,1.9778,1
1,1,1,0,0,0,0,0,0,1,1,1,0,8,8,0,2.0722,1
1,1,1,0,0,1,0,0,0,1,1,1,0,8,8,0,2.0722,1
1,0,1,1,1,0,0,0,0,1,0,1,0,8,160,0,2.0722,1
1,0,1,1,1,1,0,0,0,1,0,1,0,8,160,0,2.0722,1
