auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,0,0,0,0,0,0,0,0,1,1,0,2.03125,1
1,0,0,0,0,0,1,1,0,1,1,0,2.020833,1
1,0,0,0,0,0,0,0,0,0,1,0,2.145833,1
1,0,0,0,0,0,0,1,0,1,1,0,0.875,0
0,0,1,1,1,1,1,1,0,1,1,0,0.875,0
0,0,1,1,1,1,0,0,0,0,1,0,0.875,0
0,0,0,0,0,0,0,0,0,1,1,0,0.875,0
0,0,0,0,0,0,0,0,0,0,1,0,0.875,0
0,0,0,0,0,0,0,0,0,1,0,0,1.6875,1
0,0,1,0,1,0,0,0,0,0,0,1,1.375,0
1,1,0,1,1,0,0,0,0,1,1,0,2.041667,1
1,1,0,1,1,0,0,0,0,0,0,1,2.041667,1
1,0,0,0,0,0,0,0,0,1,1,1,1.375,0
1,0,0,0,0,0,1,0,0,0,1,0,1.375,0
1,0,0,0,0,1,1,0,0,1,1,0,1.25,0
1,0,0,1,1,1,1,1,0,0,0,0,1.25,0
1,0,1,1,1,1,1,1,0,1,1,0,1.25,0
1,0,0,1,1,1,0,0,0,0,1,0,1.25,0
1,0,0,0,0,1,0,0,0,0,1,0,1.25,0
1,0,1,0,1,1,1,1,0,0,0,0,1.25,0
1,0,0,1,0,0,0,0,0,0,1,0,1.25,0
1,1,0,0,0,0,0,0,0,0,1,1,1.958333,1
1,1,1,1,1,0,0,0,0,0,1,0,1.8125,1
1,1,0,1,1,0,0,0,0,1,1,1,1.5,1
1,1,0,1,0,0,0,0,0,0,1,1,1.5,1
1,1,1,1,1,0,0,0,0,0,0,1,1.5,1
1,1,1,1,1,0,0,0,0,1,1,0,1.5,1
1,1,0,0,0,0,0,1,0,1,1,1,1.5,1
1,1,0,1,1,0,0,1,0,0,1,0,1.8125,1
0,0,0,0,0,0,1,0,0,1,0,0,1.625,1
0,0,0,0,0,0,1,1,0,1,1,0,1.125,0
0,0,0,0,0,0,1,0,0,1,1,0,1.5625,1
0,0,0,0,0,0,1,0,0,1,1,1,1.5625,1
0,0,1,0,0,0,1,1,0,0,1,0,1.125,0
1,0,0,1,0,0,1,0,0,1,1,1,1.125,0
1,0,0,0,0,0,1,1,0,0,1,1,1.125,0
1,0,0,0,0,0,1,0,0,1,1,0,1.125,0
0,0,1,1,1,0,0,0,0,1,0,0,1.0,0
1,0,0,0,0,0,1,0,0,1,0,0,1.0,0
0,0,0,0,0,0,1,0,0,0,0,1,1.4375,1
0,0,0,0,0,0,0,0,0,0,0,1,1.4375,1
1,0,0,0,0,0,1,0,0,0,0,1,1.4375,1
0,0,1,0,0,0,1,0,0,0,0,1,1.0,0
0,0,1,0,1,0,0,0,0,1,0,0,1.0,0
0,0,0,0,0,0,0,0,0,1,0,1,1.375,0
0,0,0,0,0,0,0,1,0,0,0,1,1.375,0
0,0,1,0,0,0,1,0,0,0,0,0,1.375,0
1,0,0,0,0,0,0,1,0,1,0,0,1.375,0
