auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
0,1,1,0,0,0,0,0,0,0,0,0,1.1333,0
0,1,1,0,0,0,0,1,0,1,0,0,1.1333,0
1,0,0,1,0,0,0,0,0,1,0,0,2.07998,1
1,1,1,0,0,0,0,0,0,0,0,0,1.577767,1
1,1,0,1,0,0,0,0,0,0,0,0,1.1333,0
1,0,0,0,0,0,0,0,0,0,1,0,2.3689,1
0,0,1,0,0,0,1,1,1,1,0,0,1.1333,0
0,0,1,1,1,0,0,1,1,1,0,0,1.1333,0
0,1,1,1,1,0,1,1,1,1,0,1,1.1333,0
0,1,1,1,1,0,1,0,1,1,0,0,1.1333,0
1,0,0,1,0,0,0,0,0,0,0,0,1.86665,1
1,0,0,0,0,0,0,0,0,0,0,0,1.86665,1
1,1,1,1,1,0,1,0,0,0,0,0,1.4,0
1,0,0,0,0,0,0,0,0,1,0,0,2.2963,1
1,1,1,1,0,1,0,1,0,1,1,0,1.4222,0
1,0,0,0,0,1,1,1,0,1,1,0,1.4222,0
1,0,1,0,1,1,1,1,0,1,0,1,2.0889,1
1,0,0,0,0,1,1,1,0,1,0,1,2.0889,1
1,0,0,0,0,1,1,0,0,0,1,0,2.0889,1
1,0,0,0,0,1,0,0,0,0,1,0,2.0889,1
1,0,0,0,0,1,0,1,0,1,1,0,2.0889,1
0,0,0,0,0,1,1,0,0,0,1,0,1.4222,1
0,0,0,1,0,1,0,0,1,0,1,0,1.4222,1
1,0,0,0,0,1,0,0,1,0,1,0,1.4222,0
1,0,0,1,0,0,0,0,0,0,0,1,1.5333,1
1,0,1,1,0,0,0,0,0,1,0,0,1.5333,1
0,0,1,0,0,0,0,0,0,0,0,0,1.5333,1
0,0,0,0,0,0,0,0,0,1,0,0,1.5333,1
1,0,0,0,0,0,0,0,0,1,0,1,1.5333,1
1,0,0,0,0,1,0,0,0,0,0,0,1.9556,1
1,0,0,0,0,0,0,0,0,0,0,1,1.9556,1
