iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,workload
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,jpeg-medium
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,90,jpeg-medium
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,90,jpeg-medium
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,90,jpeg-medium
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,jpeg-medium
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,jpeg-medium
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,90,jpeg-medium
0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,90,jpeg-medium
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,90,jpeg-medium
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90,jpeg-medium
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,90,jpeg-medium
0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,jpeg-medium
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,90,jpeg-medium
0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,jpeg-medium
0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,90,jpeg-medium
