iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,90,2.2963,1
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,90,2.494425,1
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,2.277775,1
0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,90,1.0889,0
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,90,2.50555,1
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,90,2.0963,1
0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,90,1.0889,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,90,1.4778,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,2.274067,1
0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,90,1.2667,1
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,90,1.2667,1
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,90,2.1,1
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,10,1.87775,1
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,90,1.4222,1
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,10,1.4222,1
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10,1.4222,1
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,10,1.87775,1
0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,90,1.4222,1
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,90,2.1333,1
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,90,2.1333,1
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,10,1.7333,1
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,90,1.9333,1
