OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.876207,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.987277,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2.110071,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1.707143,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.996814,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.996814,0
1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0.996814,0
1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.996814,0
1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0.996814,0
1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0.996814,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.365854,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.660843,1
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.614286,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.339671,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1.614286,1
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.339671,0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.339671,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.338104,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.360304,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.86665,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.261896,1
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1.460329,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1.942857,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.558686,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.558686,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1.996814,1
1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.558686,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.154505,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.942857,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.942857,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.7556,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.720657,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.720657,1
0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1.720657,1
