NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,0,0,0,0,1,0,0,1,0,1,0,8,8,1,2.802478,1
1,1,1,0,0,0,0,0,0,1,1,0,0,22,8,1,2.552386,1
0,1,0,0,0,0,0,1,0,0,0,0,0,22,8,0,1.0889,0
0,1,0,0,1,0,0,0,0,0,0,1,0,22,8,0,1.0889,0
0,1,0,0,0,0,1,0,0,1,0,1,0,22,160,0,2.02222,1
0,1,0,0,0,0,0,1,0,1,0,0,0,22,8,1,1.0889,1
0,1,0,0,0,1,0,0,0,0,1,0,0,22,320,0,1.0889,0
1,0,0,0,0,1,0,0,0,1,1,1,1,8,320,0,1.0889,1
0,1,0,0,0,0,0,1,0,1,0,0,0,22,160,0,1.0889,1
1,0,1,0,0,1,1,0,0,1,0,1,1,22,160,0,1.0889,1
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,1,2.616675,1
1,1,1,0,0,0,0,0,0,0,1,1,0,22,8,1,2.229633,1
1,1,1,0,0,0,1,0,0,1,0,1,0,22,8,0,1.85555,1
1,1,1,0,0,0,1,0,0,1,0,0,0,22,8,0,1.85555,1
1,1,0,0,0,0,1,0,0,0,0,1,0,22,160,0,1.7778,1
1,1,0,0,0,0,1,0,0,1,0,1,0,22,8,0,1.7778,1
1,1,1,0,0,1,1,0,0,1,0,1,0,8,8,0,2.1778,1
1,1,1,0,0,0,0,0,0,0,1,1,0,22,8,0,1.7778,1
0,1,0,0,0,0,0,0,0,0,1,0,0,22,8,1,2.1778,1
1,1,1,0,1,0,0,0,0,0,0,1,0,22,8,0,1.7778,1
1,1,1,0,0,0,0,0,1,1,0,1,0,8,8,0,1.9778,1
1,1,1,0,0,1,0,0,0,1,1,1,0,8,8,0,1.9778,1
1,1,0,0,0,0,0,0,1,1,0,1,0,8,8,0,1.9778,1
