NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,0,1,0,0,1,0,0,1,0,22,160,0,2.642857,1
1,0,0,0,0,1,1,0,0,1,0,1,1,22,8,0,1.583333,1
1,0,0,1,0,0,0,0,1,0,0,0,0,44,8,1,1.583333,1
0,1,0,0,0,1,0,0,0,0,1,0,0,22,320,0,2.55,1
1,0,1,1,0,0,0,0,0,0,1,0,0,22,160,0,1.625,1
0,0,0,1,0,0,0,0,0,0,1,0,0,22,160,0,1.625,1
1,0,1,1,0,0,1,0,0,0,0,0,0,44,8,2,1.0,1
1,0,0,1,0,0,0,0,1,1,0,0,0,48,8,0,1.0,1
1,0,1,0,0,0,0,0,1,1,0,0,1,22,8,0,1.0,1
1,1,1,0,0,0,0,1,0,0,0,1,0,48,8,0,1.0,1
1,1,0,0,0,1,0,0,0,1,1,1,0,8,160,0,2.416667,1
1,1,1,0,0,1,0,0,1,1,0,1,0,22,160,0,2.416667,1
1,1,1,0,1,1,0,0,0,1,0,1,0,22,160,0,2.375,1
0,1,1,0,0,0,0,0,0,1,1,0,0,22,160,0,2.375,1
1,0,0,1,1,1,0,0,0,1,0,1,0,22,8,0,2.416667,1
1,1,0,0,0,1,0,0,0,1,1,1,0,22,160,0,2.25,1
