NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,0,1,0,0,1,0,0,0,1,1,1,1,8,8,0,2.950622,1
0,1,1,0,0,1,0,0,1,1,0,1,0,22,160,0,2.155567,1
0,0,0,0,0,0,0,0,0,0,1,1,1,8,160,0,1.740733,1
0,1,1,0,0,1,0,0,1,0,0,0,0,22,160,0,1.740733,1
1,0,0,0,1,0,0,0,0,0,0,0,1,22,8,1,1.4,1
0,1,0,0,0,0,0,1,0,0,0,1,0,22,8,1,1.4,1
0,0,0,0,0,1,0,0,0,1,1,1,1,22,320,0,1.4,0
0,1,1,0,0,0,0,1,0,0,0,0,0,22,160,0,1.4,0
1,1,1,0,0,0,0,1,0,0,0,1,0,44,8,0,1.4,1
1,0,0,1,0,0,0,0,1,1,0,0,0,48,8,0,1.4,1
1,1,1,0,1,1,0,0,0,1,0,1,0,8,8,0,2.74445,1
0,0,1,0,0,1,1,0,0,1,0,1,1,8,320,0,2.325933,1
1,1,1,0,0,1,0,0,1,1,0,1,0,22,160,0,1.93335,1
0,0,0,1,0,1,1,0,0,0,0,0,0,8,160,0,2.555567,1
0,0,0,1,0,0,1,0,0,1,0,0,0,8,160,0,2.13335,1
1,1,1,0,1,1,0,0,0,0,0,1,0,8,320,0,2.555567,1
0,0,1,0,1,1,0,0,0,1,0,1,1,8,8,0,2.13335,1
0,0,1,1,1,1,0,0,0,1,0,1,0,8,8,0,2.35555,1
1,0,1,0,0,1,0,0,0,1,1,1,1,8,8,0,2.35555,1
1,1,1,0,0,1,0,0,0,1,1,1,0,8,8,0,2.2,1
1,1,1,0,1,1,0,0,0,1,0,1,0,8,160,0,2.2,1
0,0,1,1,1,1,0,0,0,1,0,1,0,8,160,0,2.2,1
