encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,1,0,0,0,1,0,0,2.09445,1
1,0,0,0,1,0,0,0,1,0,1,2.618533,1
0,1,0,0,1,0,0,1,1,1,0,2.1778,1
0,1,0,1,0,0,0,1,0,0,0,2.1778,1
0,0,0,0,0,1,0,1,0,0,0,1.563,1
1,0,0,0,0,0,1,0,1,0,0,2.08668,1
0,0,0,0,1,0,0,0,1,0,1,1.0778,1
0,1,0,1,0,0,0,1,1,1,0,1.85,1
0,0,0,0,1,0,0,0,0,0,0,2.1778,1
1,0,0,0,0,0,1,0,0,1,0,2.42556,1
0,0,0,0,0,0,1,0,1,0,0,2.401867,1
0,1,0,0,1,0,0,0,0,0,1,1.3056,1
0,0,0,0,1,0,0,0,1,0,0,1.3056,1
0,1,0,0,1,0,0,0,1,0,1,2.0278,1
0,0,0,0,1,0,0,0,0,1,0,2.0278,1
0,0,0,0,1,0,0,0,0,0,1,2.0278,1
