OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1.522217,0
0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1.78668,1
0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1.944427,1
0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1.551867,0
1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1.155533,0
1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1.155533,0
1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1.155533,0
0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1.155533,0
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1.155533,0
1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1.551867,0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1.3889,0
1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2.155533,1
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1.3889,0
0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.3889,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.3889,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,2.081467,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.65555,1
1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1.333367,0
0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1.333367,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1.477733,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.3222,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.477733,0
0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,2.099983,1
0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1.477733,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.9333,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.9333,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2.244433,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.9333,1
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.9333,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2.244433,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.9333,1
0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2.055567,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.055567,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.055567,1
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.055567,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.055567,1
0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2.055567,1
