NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,1,1,0,1,1,0,0,1,0,1,0,8,8,0,2.893822,1
1,0,1,1,1,1,0,0,0,1,0,0,0,8,8,0,2.893822,1
1,0,1,1,0,1,0,0,1,1,0,1,0,22,320,0,1.718533,1
1,0,1,0,0,0,0,0,0,1,1,1,1,22,8,0,1.3778,0
0,1,0,0,0,0,0,1,0,1,0,1,0,48,8,0,1.3778,1
1,0,0,1,0,0,0,1,0,1,0,0,0,48,8,1,1.3778,1
1,0,1,1,1,1,0,0,0,1,0,0,0,44,160,0,1.3778,0
0,0,1,1,1,0,0,0,0,1,0,0,0,44,8,0,1.3778,1
0,1,0,0,0,0,0,0,0,0,1,0,0,44,160,0,1.3778,1
1,1,0,0,0,0,0,1,0,1,0,1,0,48,8,0,1.3778,1
0,0,1,0,0,1,1,0,0,1,0,1,1,8,320,0,1.9,1
1,0,1,1,0,1,1,0,0,1,0,0,0,8,8,0,1.9,1
0,0,0,1,0,0,0,1,0,1,0,1,0,22,8,0,1.4889,1
1,0,1,0,0,1,1,0,0,1,0,0,1,8,320,0,1.4889,1
0,0,0,0,0,0,0,0,0,0,1,1,1,8,8,0,2.481467,1
0,0,1,1,0,1,1,0,0,1,0,1,0,8,8,0,2.481467,1
1,0,1,1,0,1,1,0,0,0,0,1,0,8,8,0,2.481467,1
1,0,1,1,0,1,0,1,0,1,0,1,0,8,8,0,2.06665,1
1,0,1,0,0,1,0,1,0,1,0,1,1,8,8,0,1.8222,1
1,0,1,1,0,1,1,0,0,1,0,1,0,8,160,0,2.26665,1
0,0,0,1,0,0,0,1,0,1,0,1,0,8,8,0,2.1111,1
0,0,0,1,0,0,1,0,0,1,0,1,0,8,8,0,2.1111,1
