NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,0,1,0,0,1,1,0,0,1,0,1,1,8,320,0,1.6,1
1,1,0,0,0,1,0,1,0,0,0,1,0,8,160,0,2.644444,1
1,0,1,1,0,0,0,1,0,0,0,1,0,8,8,0,2.08,1
1,0,1,1,0,0,0,0,1,1,0,1,0,22,8,2,0.6,0
1,0,1,1,0,0,0,0,1,1,0,1,0,22,8,0,0.6,1
1,1,1,0,0,0,1,0,0,0,0,0,0,44,8,1,0.6,1
1,0,1,1,0,1,0,0,0,1,1,1,0,22,160,0,0.6,1
0,0,1,0,0,0,1,0,0,1,0,1,1,44,8,0,0.6,1
1,0,1,0,0,0,1,0,0,1,0,0,1,44,8,1,0.6,1
1,0,1,0,0,1,0,1,0,1,0,0,1,22,320,0,0.6,1
1,1,1,0,0,1,1,0,0,1,0,1,0,8,320,0,2.5,1
1,0,1,1,0,1,1,0,0,1,0,1,0,8,320,0,2.5,1
0,1,0,0,0,0,1,0,0,0,0,0,0,8,320,0,1.5,1
1,0,1,0,0,1,1,0,0,1,0,1,1,8,320,0,1.0,1
1,0,1,0,0,1,0,1,0,1,0,1,1,8,8,0,2.5,1
1,0,1,0,0,1,0,1,0,1,0,1,1,8,160,0,2.066667,1
1,0,0,1,0,0,0,1,0,0,0,1,0,8,8,0,2.3,1
1,0,1,0,0,1,0,0,0,1,1,1,1,8,8,0,2.3,1
0,0,0,1,0,0,0,1,0,1,0,1,0,8,8,0,2.0,1
1,0,1,1,0,1,1,0,0,1,0,1,0,8,8,0,2.0,1
1,0,1,0,0,0,0,1,0,1,0,1,1,8,8,0,2.0,1
