encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,1,0,0,0,0,1,0,0,0,2.137793,1
1,0,0,1,0,0,0,1,0,1,0,2.586121,1
0,0,0,0,0,1,0,0,1,0,0,2.630571,1
0,1,0,0,0,1,0,0,0,0,0,2.630571,1
1,1,0,0,1,0,0,0,1,0,1,1.385167,1
0,0,0,0,0,1,0,1,0,1,0,1.385167,1
1,1,0,0,0,1,0,0,1,0,0,1.200033,1
1,1,0,0,0,0,1,1,0,1,0,1.200033,1
0,1,1,0,0,0,0,1,0,1,0,1.200033,1
0,1,0,0,0,1,0,1,1,1,0,1.200033,1
1,1,0,0,1,0,0,0,0,0,1,2.411117,1
0,0,0,0,0,1,0,0,0,1,0,2.25555,1
0,0,0,0,0,1,0,0,0,0,0,2.588893,1
0,0,0,0,0,1,0,1,1,1,0,2.066667,1
1,1,0,0,0,1,0,0,0,0,0,2.125933,1
1,0,0,0,1,0,0,0,1,0,1,1.922267,1
1,0,0,0,1,0,0,0,1,0,0,1.922267,1
