auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,1,1,1,0,1,1,1,0,1,0,1,1.0222,0
1,1,0,0,0,1,0,1,0,1,0,1,1.0222,0
0,1,1,1,0,1,1,0,0,0,0,0,1.0222,0
1,1,1,1,0,1,1,1,0,1,1,1,1.0222,0
1,1,0,0,0,1,0,1,0,1,0,0,1.0222,0
1,1,1,1,0,1,1,1,0,1,0,0,1.0222,0
1,1,1,1,0,1,1,1,0,1,1,0,1.0222,0
0,1,1,1,1,1,1,1,0,1,1,1,1.0222,0
0,1,0,0,0,1,0,0,0,0,1,1,1.4333,1
0,1,1,1,0,1,0,0,1,0,1,0,1.0222,0
1,1,1,0,0,0,0,1,0,1,0,0,1.4222,0
1,1,1,1,0,0,1,1,0,1,0,1,1.4222,1
1,0,1,0,0,0,0,0,0,0,0,0,1.8111,1
1,1,0,0,0,0,0,0,0,0,0,0,1.8111,1
1,1,0,0,1,0,0,1,0,1,0,0,1.8111,1
1,1,0,1,1,0,0,1,1,0,0,0,1.4222,1
1,0,1,0,0,0,1,1,1,0,1,0,1.4222,1
1,0,0,0,0,0,1,1,1,1,1,0,1.8111,1
1,0,0,1,1,0,0,0,1,0,1,0,1.8111,1
0,1,1,1,0,0,0,0,0,0,0,0,2.274067,1
0,0,1,0,0,0,0,0,0,0,0,1,2.081467,1
0,0,0,0,0,0,0,0,0,1,0,0,1.5222,1
0,1,0,0,0,0,1,0,0,0,0,0,2.081467,1
0,1,0,0,0,1,1,0,0,1,0,0,1.0444,0
0,1,0,0,0,1,0,0,0,1,0,0,1.0444,0
0,1,0,0,0,1,0,1,0,1,0,1,1.0444,0
0,1,1,0,0,1,0,1,0,1,0,1,1.0444,0
0,1,1,0,0,1,1,0,0,0,0,0,1.0444,0
0,1,1,0,0,1,0,0,0,0,0,0,1.0444,0
0,0,1,0,0,0,0,0,0,0,0,0,2.0,1
0,0,0,1,0,0,0,0,0,0,0,0,2.0,1
0,0,0,0,0,0,0,1,0,0,0,0,2.0,1
0,1,0,0,0,0,0,0,0,0,0,0,2.0,1
0,0,0,1,0,0,0,1,0,0,0,0,2.0,1
0,0,0,0,0,0,0,0,0,1,0,1,2.0,1
0,0,1,0,0,0,0,0,0,1,0,0,2.0,1
