encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,0,1,0,0,1,1,0,2.175,1
0,0,0,0,0,1,0,0,0,0,0,2.188875,1
0,1,0,1,0,0,0,1,1,1,0,2.047225,1
1,1,0,0,0,1,0,0,0,0,0,2.67056,1
1,1,0,0,1,0,0,0,0,0,0,2.0389,1
0,1,0,1,0,0,0,0,1,0,0,1.05,0
0,0,0,0,1,0,0,1,0,0,0,1.05,0
0,1,0,0,1,0,0,0,1,0,0,1.05,0
0,1,0,1,0,0,0,0,0,0,0,1.05,0
1,0,0,0,1,0,0,1,1,0,0,1.05,0
1,1,0,0,1,0,0,0,0,0,1,2.05,1
0,1,0,0,1,0,0,0,1,0,1,2.30888,1
0,1,0,0,1,0,0,1,1,1,0,2.30888,1
0,0,0,0,0,1,0,0,0,1,0,2.30555,1
0,0,0,0,1,0,0,0,0,1,0,2.30555,1
0,1,0,0,0,0,1,0,0,1,0,2.0796,1
0,1,0,0,0,1,0,0,0,0,0,1.8444,1
1,0,0,0,0,0,1,0,0,1,0,1.9472,1
1,1,0,0,1,0,0,0,0,1,0,2.0833,1
0,1,0,0,1,0,0,0,0,0,0,1.8,1
0,0,0,0,0,1,0,0,1,0,0,1.8,1
1,0,0,0,1,0,0,0,1,0,0,1.8,1
1,0,0,0,1,0,0,0,1,0,1,2.0611,1
0,0,0,0,1,0,0,0,0,1,1,1.9472,1
0,1,0,0,1,0,0,1,1,0,1,1.9472,1
