encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,1,0,0,0,1,1,1,0,2.155844,1
0,0,0,0,1,0,0,0,1,1,1,1.151515,0
0,0,0,1,0,0,0,0,0,1,0,1.090909,0
0,1,1,0,0,0,0,1,1,1,0,1.090909,0
0,1,1,0,0,0,0,1,0,1,0,1.090909,0
1,1,1,0,0,0,0,0,1,0,0,1.090909,0
1,1,0,0,1,0,0,1,0,1,0,1.090909,0
0,0,0,0,1,0,0,0,1,1,0,1.090909,0
1,1,0,0,1,0,0,1,0,0,0,1.090909,0
0,1,0,0,1,0,0,1,0,0,0,1.090909,0
1,1,0,0,0,1,0,0,0,0,0,2.204545,1
0,0,0,0,1,0,0,0,0,1,0,1.893939,1
0,1,0,1,0,0,0,1,1,1,0,2.109091,1
0,1,0,1,0,0,0,1,0,0,0,2.306818,1
0,0,0,0,0,1,0,1,1,1,0,1.454545,1
0,1,0,1,0,0,0,0,0,0,0,1.0,0
0,0,0,0,0,1,0,0,1,1,0,1.484848,1
0,1,0,0,1,0,0,1,1,1,0,2.064935,1
0,0,0,1,0,0,0,1,1,0,0,2.090909,1
0,0,0,0,0,1,0,0,1,0,0,1.545455,1
0,0,1,0,0,0,0,1,1,1,0,1.333333,1
0,0,0,0,1,0,0,0,0,0,0,1.181818,1
1,1,0,0,1,0,0,0,0,1,0,1.30303,1
1,1,0,0,0,0,1,0,0,0,0,2.060606,1
1,1,0,0,1,0,0,0,0,0,1,0.818182,0
0,0,0,0,1,0,0,0,0,1,1,0.818182,0
0,0,0,0,0,1,0,1,0,1,0,0.818182,0
0,0,0,0,0,1,0,0,0,1,0,1.431818,1
1,1,0,0,0,1,0,1,0,0,0,1.318182,1
0,0,0,0,0,1,0,0,0,0,0,2.090909,1
1,1,0,0,1,0,0,0,0,0,0,1.181818,0
0,1,0,0,0,1,0,0,0,0,0,1.854545,1
0,0,0,0,1,0,0,0,0,0,1,1.090909,0
0,1,0,0,1,0,0,0,0,0,0,1.727273,1
0,1,0,0,1,0,0,1,1,1,1,1.0,0
0,0,0,0,0,1,0,1,0,0,0,1.0,0
1,1,1,0,0,0,0,0,0,1,0,2.0,1
