tiff,anyScriptOrigin,validate,jpg,png,onload,pdf,dpi,resolution,quality,indexed,time
0.0,0.0,0.0,1.0,0.0,0,0,400,307200,0.1,1,1.13
1.0,0.0,0.0,0.0,0.0,0,0,400,307200,0.1,4,1.14
1.0,1.0,0.0,0.0,0.0,0,0,200,307200,0.1,4,1.22
1.0,1.0,0.0,0.0,0.0,0,0,400,307200,0.1,8,1.17
1.0,1.0,0.0,0.0,0.0,0,0,100,307200,0.1,1,1.18
1.0,0.0,0.0,0.0,0.0,0,0,100,307200,0.1,8,1.18
0.0,1.0,0.0,0.0,1.0,0,0,100,307200,0.1,4,1.32
0.0,1.0,0.0,1.0,0.0,0,0,400,307200,0.1,4,1.2
0.0,1.0,0.0,1.0,0.0,0,0,50,307200,0.1,1,1.13
1.0,1.0,0.0,0.0,0.0,0,0,50,307200,0.1,4,1.14
1.0,0.0,0.0,0.0,0.0,0,0,100,307200,0.1,4,1.21
1.0,0.0,0.0,0.0,0.0,0,0,400,307200,0.1,8,1.18
1.0,1.0,0.0,0.0,0.0,0,0,400,307200,0.1,4,1.21
1.0,1.0,0.0,0.0,0.0,1,0,100,307200,0.1,4,1.27
0.0,0.0,0.0,0.0,1.0,0,0,200,307200,0.1,2,1.18
1.0,1.0,0.0,0.0,0.0,1,0,100,307200,0.1,1,1.3
0.0,1.0,0.0,1.0,0.0,0,0,400,307200,0.9,1,1.15
0.0,0.0,0.0,1.0,0.0,0,0,400,307200,0.1,4,1.2
1.0,1.0,0.0,0.0,0.0,0,0,100,307200,0.1,4,1.14
0.0,1.0,0.0,0.0,1.0,0,0,100,307200,0.1,1,1.17
1.0,1.0,0.0,0.0,0.0,1,1,100,2073600,0.9,2,2.541342882737647
1.0,1.0,1.0,1.0,0.0,0,0,100,2073600,0.9,8,2.548349829367669
0.0,0.0,1.0,0.0,0.0,1,1,200,8294400,0.9,2,2.5472278539970334
0.0,1.0,0.0,0.0,1.0,0,0,400,307200,0.9,2,2.5479313309106075
1.0,1.0,1.0,0.0,1.0,1,1,400,2073600,0.1,4,2.541594448031249
1.0,0.0,0.0,0.0,0.0,0,1,400,307200,0.9,1,2.54714358046048
1.0,0.0,0.0,1.0,0.0,0,1,400,8294400,0.9,8,2.545228802835797
0.0,1.0,0.0,0.0,1.0,1,0,400,8294400,0.9,2,2.5426300747698005
1.0,0.0,1.0,1.0,1.0,0,0,400,8294400,0.9,2,2.5449237095104484
1.0,0.0,0.0,0.0,1.0,0,1,200,2073600,0.1,4,2.5463209958474073
0.0,1.0,0.0,1.0,0.0,0,0,400,307200,0.1,1,1.22
1.0,1.0,0.0,0.0,0.0,0,0,50,8294400,0.1,1,1.52
0.0,1.0,0.0,1.0,0.0,0,0,400,8294400,0.1,4,1.36
1.0,1.0,0.0,0.0,0.0,0,0,400,307200,0.1,1,1.26
0.0,1.0,0.0,1.0,0.0,0,0,100,307200,0.1,8,1.19
0.0,0.0,0.0,1.0,0.0,0,0,50,307200,0.1,1,1.19
1.0,1.0,0.0,0.0,0.0,0,0,100,8294400,0.9,1,2.545474519767406
0.0,1.0,0.0,0.0,0.0,0,0,100,307200,0.1,4,2.5462322309217145
1.0,1.0,1.0,0.0,0.0,0,1,100,307200,0.1,8,2.545976692654056
1.0,1.0,0.0,0.0,0.0,0,0,200,2073600,0.1,4,1.35
1.0,1.0,0.0,1.0,0.0,0,0,400,307200,0.9,1,2.5447506866620997
0.0,1.0,1.0,0.0,1.0,0,0,400,307200,0.1,4,1.46
0.0,0.0,0.0,0.0,1.0,0,0,400,307200,0.9,4,2.544174438368777
0.0,1.0,0.0,1.0,0.0,1,0,200,307200,0.1,2,1.28
0.0,0.0,0.0,0.0,1.0,0,0,200,307200,0.1,1,1.21
0.0,1.0,0.0,1.0,0.0,0,0,400,307200,0.9,2,1.19
0.0,1.0,0.0,0.0,1.0,0,0,400,307200,0.1,8,1.27
1.0,1.0,0.0,0.0,0.0,1,0,400,307200,0.1,4,1.26
1.0,0.0,0.0,0.0,0.0,0,0,100,307200,0.1,1,1.21
0.0,1.0,0.0,0.0,0.0,0,0,50,307200,0.1,8,2.541456200403907
1.0,1.0,0.0,0.0,0.0,0,0,100,307200,0.9,4,2.5488413223538915
1.0,1.0,1.0,0.0,0.0,0,0,400,307200,0.1,8,1.38
0.0,1.0,0.0,1.0,0.0,1,0,50,307200,0.1,4,1.26
1.0,1.0,0.0,0.0,0.0,0,0,400,8294400,0.1,1,1.6
0.0,1.0,0.0,0.0,0.0,1,0,200,307200,0.1,2,2.547871168525583
0.0,1.0,0.0,0.0,1.0,1,0,100,307200,0.1,1,1.32
0.0,1.0,0.0,0.0,0.0,0,0,50,307200,0.1,4,2.5438075862836436
1.0,1.0,1.0,0.0,1.0,0,0,400,307200,0.1,4,2.547010127047767
1.0,0.0,1.0,0.0,0.0,0,0,100,307200,0.1,1,1.39
