iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,10,1.0333,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,90,2.183325,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,10,1.959233,1
0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,10,1.959233,1
0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,90,1.959233,1
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,10,1.959233,1
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,10,1.0333,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,90,1.97775,1
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,90,2.20222,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,10,1.0333,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,1.99445,1
1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,90,1.5278,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,1.99445,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,90,1.99445,1
1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,90,1.5278,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,1.99445,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,90,1.99445,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,90,1.7111,1
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,90,1.6722,1
