NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,1,1,0,1,0,0,1,1,0,1,0,8,8,0,2.520643,1
0,0,1,1,0,0,0,1,0,1,0,1,0,8,8,0,1.73335,1
1,0,1,1,0,1,0,0,1,1,0,1,0,8,320,0,2.13334,1
1,1,1,0,0,0,0,0,0,1,1,1,0,48,8,2,1.2889,0
1,0,1,0,0,1,1,0,0,1,0,0,1,8,8,0,1.748167,1
1,0,1,0,0,1,0,0,1,0,0,1,1,8,160,0,1.2889,0
0,1,1,0,1,0,0,0,0,0,0,0,0,22,8,0,1.2889,0
1,1,1,0,0,0,0,0,0,1,1,0,0,44,8,0,1.2889,0
1,1,1,0,1,0,0,0,0,0,0,1,0,48,8,0,1.2889,1
1,0,0,0,0,0,0,1,0,1,0,0,1,48,8,1,1.2889,1
1,0,0,1,0,0,1,0,0,1,0,0,0,8,8,0,2.325933,1
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,0,2.7389,1
0,0,1,1,0,0,0,1,0,1,0,1,0,8,8,1,1.5778,1
0,1,0,0,0,0,1,0,0,0,0,0,0,8,8,1,2.525933,1
0,1,0,0,0,0,1,0,0,0,0,1,0,8,8,0,2.525933,1
1,0,1,1,0,0,0,0,1,1,0,1,0,8,8,1,2.525933,1
0,1,0,0,0,0,1,0,0,1,0,0,0,8,8,0,1.7111,1
1,1,1,0,1,0,0,0,0,1,0,0,0,8,8,0,2.33335,1
0,1,0,0,0,0,1,0,0,0,0,0,0,8,160,0,2.33335,1
1,0,0,1,0,1,0,1,0,1,0,1,0,8,8,0,1.8889,1
0,1,0,0,0,0,0,1,0,0,0,0,0,8,8,0,2.1778,1
0,0,0,1,0,0,0,1,0,1,0,1,0,8,8,1,2.1778,1
1,0,1,1,0,0,0,1,0,1,0,1,0,8,8,1,2.1778,1
0,0,0,1,0,0,0,0,1,1,0,1,0,8,8,1,2.1778,1
