encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,1,0,0,0,0,1,0,0,1,0,2.714286,1
1,0,0,0,0,0,1,0,0,1,0,2.714286,1
0,0,0,0,0,1,0,0,1,1,0,2.285714,1
0,0,0,1,0,0,0,1,1,1,0,2.142857,1
0,1,0,1,0,0,0,0,1,1,0,1.285714,0
1,1,0,0,0,0,1,0,1,1,0,1.285714,0
0,0,0,1,0,0,0,0,1,0,0,1.285714,0
0,0,0,1,0,0,0,0,0,0,0,1.285714,0
1,0,0,0,1,0,0,1,1,0,0,1.285714,0
1,0,0,1,0,0,0,0,1,0,0,1.285714,0
0,0,0,0,1,0,0,0,0,1,0,2.571429,1
0,0,0,0,0,0,1,0,1,0,0,1.428571,0
0,0,0,1,0,0,0,1,1,0,0,2.285714,1
1,0,0,0,0,0,1,1,0,0,0,1.571429,0
0,0,0,0,0,1,0,1,0,1,0,1.571429,0
1,0,0,0,0,0,1,0,1,0,0,2.142857,1
0,0,0,1,0,0,0,0,0,1,0,1.571429,0
0,0,0,0,0,1,0,1,1,1,0,1.571429,0
0,0,0,0,0,1,0,0,1,0,0,2.714286,1
1,0,0,0,1,0,0,0,1,0,0,2.142857,1
1,1,0,0,1,0,0,0,0,0,1,2.285714,1
0,1,0,1,0,0,0,1,1,1,0,1.714286,1
0,0,0,0,1,0,0,1,0,0,1,2.571429,1
0,1,0,0,1,0,0,0,0,0,0,2.0,1
0,0,1,0,0,0,0,1,1,1,0,1.714286,1
1,0,1,0,0,0,0,0,0,1,0,2.142857,1
0,1,0,1,0,0,0,1,0,0,0,2.285714,1
1,1,0,0,1,0,0,0,0,0,0,2.285714,1
0,0,0,0,0,1,0,0,0,1,0,2.0,1
0,0,0,0,1,0,0,0,0,0,1,2.142857,1
0,0,0,0,1,0,0,0,0,0,0,2.142857,1
