encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,1,0,0,0,0,1,1,1,0,0.829633,1
0,1,0,0,1,0,0,1,1,1,0,2.284342,1
1,0,0,1,0,0,0,1,0,1,0,2.350781,1
0,1,0,0,1,0,0,0,1,0,1,2.511105,1
0,0,0,0,0,1,0,1,1,1,0,1.534447,1
0,1,0,0,1,0,0,1,1,0,1,2.169649,1
1,1,0,0,1,0,0,0,0,1,0,1.625917,1
0,0,0,0,1,0,0,0,0,0,0,1.757433,1
0,0,0,0,1,0,0,0,0,1,1,0.829633,1
0,0,0,1,0,0,0,1,1,0,0,1.973742,1
0,0,0,0,1,0,0,0,0,1,0,2.352767,1
1,1,0,0,1,0,0,0,0,0,1,1.877767,1
1,1,0,0,1,0,0,0,0,0,0,2.199983,1
0,1,0,0,0,0,1,0,0,1,0,1.90555,1
0,1,0,1,0,0,0,1,0,0,0,1.93335,1
0,1,0,0,1,0,0,1,1,1,1,1.561117,1
0,1,0,1,0,0,0,1,1,1,0,1.972208,1
1,1,0,1,0,0,0,0,0,0,0,1.6889,1
0,1,0,0,1,0,0,0,0,0,0,1.583367,1
0,0,0,0,1,0,0,1,0,0,1,1.7778,1
