encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,1,0,0,0,1,0,1,0,2.178285,1
0,1,0,1,0,0,0,1,1,1,0,1.566676,1
1,1,0,0,1,0,0,0,0,0,0,2.472221,1
0,0,0,1,0,0,0,1,1,0,0,2.298893,1
0,1,0,0,0,0,1,0,0,1,0,2.302995,1
1,0,1,0,0,0,0,0,0,1,0,2.459633,1
0,1,0,1,0,0,0,1,0,0,0,2.186376,1
0,1,0,1,0,0,0,0,0,0,0,0.944467,0
0,0,0,1,0,0,0,0,0,1,0,0.944467,0
1,0,0,0,1,0,0,1,1,0,0,0.944467,0
0,0,0,0,1,0,0,0,0,0,1,1.2889,0
0,0,0,0,1,0,0,0,0,0,0,1.216667,0
1,1,0,0,1,0,0,0,0,0,1,1.9,1
1,1,0,0,1,0,0,0,0,1,0,1.909267,1
0,0,0,0,1,0,0,0,0,1,1,1.1222,0
0,1,0,0,1,0,0,0,0,0,0,1.6963,1
1,0,0,0,1,0,0,0,1,0,0,2.048893,1
1,1,0,0,1,0,0,0,1,0,1,1.1222,0
0,0,1,0,0,0,0,1,1,1,0,1.444467,0
1,0,1,0,0,0,0,0,1,0,0,1.809267,1
1,0,0,0,0,0,1,0,0,1,0,1.444467,1
1,0,0,0,1,0,0,0,1,0,1,1.990767,1
0,0,0,0,1,0,0,0,1,0,0,1.4833,1
1,0,0,0,0,0,1,0,1,0,0,1.7,1
1,1,0,0,0,0,1,0,0,0,0,1.522233,1
0,0,0,0,1,0,0,0,0,1,0,1.8926,1
0,1,0,0,1,0,0,0,0,0,1,1.750033,1
0,1,0,0,1,0,0,0,1,0,1,1.750033,1
