OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.659267,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2.755556,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.5492,1
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.0,1
0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2.0,1
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2.0111,1
0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1.2444,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.2444,0
0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.2444,0
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.2444,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.54445,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.4667,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.4667,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.73335,1
0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1.4,1
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1.4,1
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1.4,1
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1.4,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.15555,1
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.7778,1
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.9333,1
0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1.9333,1
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.9333,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.9333,1
