encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,0,0,0,1,0,0,1,0,1.822222,1
0,1,0,0,0,0,1,0,0,1,0,2.448144,1
1,1,0,0,1,0,0,0,0,0,0,1.983333,1
0,1,0,0,1,0,0,1,1,1,1,2.358022,1
1,1,0,0,0,0,1,0,0,0,0,2.097232,1
0,0,0,0,1,0,0,0,0,0,0,1.688861,1
0,0,0,0,0,1,0,0,0,1,0,2.418169,1
1,1,0,0,1,0,0,0,0,1,0,2.140711,1
0,0,0,0,1,0,0,0,1,1,1,0.666622,1
1,1,0,0,0,0,1,1,0,1,0,0.666622,1
0,1,0,0,1,0,0,0,0,0,0,1.800011,1
0,0,0,0,0,1,0,0,1,0,0,2.337033,1
1,1,1,0,0,0,0,0,0,1,0,1.948156,1
0,0,0,0,1,0,0,0,0,1,0,2.374067,1
0,0,0,0,0,1,0,0,1,1,0,1.688889,1
0,0,0,0,1,0,0,0,0,0,1,1.688889,1
0,0,0,0,0,1,0,0,0,0,0,1.877761,1
