NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,0,0,1,0,0,1,0,0,1,0,0,0,8,8,0,2.790486,1
1,1,1,0,0,0,1,0,0,0,0,0,0,22,160,0,1.896333,1
1,0,0,1,0,0,1,0,0,0,0,1,0,22,8,1,2.32224,1
1,1,0,0,1,0,0,0,0,1,0,1,0,22,8,0,2.47444,1
1,0,1,1,0,1,0,1,0,1,0,1,0,22,8,0,1.2778,1
1,0,0,1,0,0,1,0,0,1,0,0,0,22,8,0,1.2778,1
1,0,1,0,0,1,0,1,0,1,0,1,1,22,8,0,1.2778,1
1,0,1,1,0,0,1,0,0,0,0,1,0,22,8,1,1.8667,1
1,1,0,0,0,0,0,0,0,1,1,1,0,44,8,0,1.2778,1
1,1,1,0,0,1,0,0,1,1,0,1,0,44,160,0,1.2778,1
1,1,0,0,0,0,1,0,0,0,0,1,0,22,160,0,2.08335,1
1,1,0,0,1,0,0,0,0,1,0,1,0,8,8,0,2.5426,1
1,0,0,1,0,0,1,0,0,0,0,1,0,22,8,0,1.7056,1
0,0,0,1,0,0,1,0,0,1,0,1,0,8,8,0,2.2111,1
1,0,1,1,0,1,0,1,0,1,0,1,0,8,8,0,2.2111,1
1,0,0,1,0,1,0,1,0,1,0,1,0,8,8,0,1.9611,1
1,0,1,1,0,0,0,0,0,1,1,1,0,8,8,0,1.9611,1
1,1,1,0,1,0,0,0,0,1,0,1,0,22,8,0,1.9611,1
