NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,0,1,1,0,0,1,0,1,0,8,8,0,2.6,1
0,0,1,1,1,1,0,0,0,1,0,1,0,8,8,0,1.3,1
1,0,1,1,1,1,0,0,0,1,0,1,0,8,8,0,1.266667,1
1,0,1,1,0,0,0,1,0,1,0,1,0,8,8,0,2.314286,1
1,1,0,0,0,0,1,0,0,1,0,1,0,48,8,0,1.0,1
0,1,1,0,0,0,0,0,1,0,0,1,0,44,160,0,1.0,1
0,1,1,0,1,1,0,0,0,0,0,0,0,44,160,0,1.0,1
1,1,1,0,0,1,1,0,0,1,0,1,0,48,8,0,1.0,1
1,1,1,0,0,0,1,0,0,1,0,1,0,48,8,1,1.0,1
1,0,1,1,1,1,0,0,0,1,0,1,0,48,8,0,1.0,1
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,0,2.4,1
1,1,1,0,1,1,0,0,0,1,0,1,0,8,8,0,2.133333,1
0,0,0,1,0,0,0,1,0,1,0,1,0,8,8,0,2.4,1
0,0,0,1,0,0,1,0,0,0,0,0,0,8,160,0,2.266667,1
0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,0,2.1,1
1,1,1,0,0,1,0,1,0,1,0,1,0,8,8,0,2.266667,1
0,0,0,1,0,0,1,0,0,1,0,1,0,8,8,0,1.9,1
0,0,0,1,0,0,0,1,0,1,0,1,0,8,8,1,1.4,1
1,0,1,1,1,1,0,0,0,0,0,1,0,8,8,0,1.4,1
