NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,0,1,0,0,0,1,1,1,0,8,8,0,2.784129,1
0,0,1,1,0,1,0,0,0,1,1,1,0,8,8,0,2.784129,1
1,0,1,1,0,1,0,0,0,1,1,1,0,8,8,0,2.63446,1
1,0,1,1,0,0,0,0,1,0,0,1,0,8,8,1,1.3667,1
1,1,1,0,0,1,0,0,0,1,1,1,0,22,8,0,1.3667,1
0,1,0,0,0,1,1,0,0,0,0,1,0,22,160,0,1.644433,1
0,0,0,0,1,0,0,0,0,0,0,1,1,8,8,1,1.3667,1
1,1,0,0,0,1,1,0,0,1,0,1,0,22,160,0,1.644433,1
1,1,1,0,0,1,0,0,0,1,1,1,0,22,160,0,1.3667,1
0,0,0,1,0,0,1,0,0,1,0,1,0,22,8,0,1.644433,1
1,1,1,0,0,0,0,0,0,1,1,1,0,8,8,0,2.3889,1
1,0,1,1,0,1,0,0,0,1,1,1,0,8,160,0,1.9778,1
0,0,1,1,1,1,0,0,0,1,0,1,0,8,8,0,2.3889,1
1,0,1,1,0,1,0,0,0,1,1,1,0,8,320,0,1.9778,1
1,1,1,0,0,1,0,0,0,0,1,1,0,8,8,0,2.05,1
1,1,1,0,0,1,0,0,0,1,1,1,0,8,160,0,2.05,1
