encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,1,0,0,0,0,0,0,1,0,2.725311,1
1,1,1,0,0,0,0,0,0,1,0,2.250002,1
1,0,0,0,0,0,1,0,0,1,0,2.063887,1
1,0,1,0,0,0,0,0,1,0,0,2.04558,1
1,1,0,1,0,0,0,0,0,0,0,2.7142,1
0,0,1,0,0,0,0,0,0,0,0,0.966667,0
1,1,1,0,0,0,0,0,1,0,0,0.966667,0
0,1,1,0,0,0,0,1,0,1,0,0.966667,0
0,1,1,0,0,0,0,1,1,1,0,0.966667,0
1,1,0,0,0,0,1,1,0,1,0,0.966667,0
0,1,0,0,1,0,0,0,0,0,1,1.250017,0
0,0,0,0,0,1,0,1,0,0,0,1.766692,1
0,1,0,0,1,0,0,0,1,0,1,2.003717,1
0,1,0,1,0,0,0,1,0,0,0,1.9926,1
0,0,0,0,1,0,0,0,0,1,0,2.480567,1
0,1,0,0,1,0,0,1,1,0,1,2.127783,1
0,0,0,0,1,0,0,0,1,0,1,1.6167,1
0,0,0,0,1,0,0,0,1,0,0,1.622233,1
1,0,0,1,0,0,0,1,0,1,0,1.9889,1
1,1,0,0,1,0,0,0,0,1,0,2.05,1
1,0,0,0,0,0,1,0,1,0,0,2.138883,1
0,0,0,0,1,0,0,1,0,0,1,1.5278,1
0,0,0,0,1,0,0,0,0,0,1,1.5278,0
0,1,0,0,1,0,0,0,0,0,0,1.5278,0
1,0,0,0,1,0,0,0,1,0,0,1.8,1
0,0,0,0,0,1,0,0,0,1,0,1.933317,1
0,0,0,0,0,0,1,0,1,0,0,1.816633,1
1,0,0,0,1,0,0,0,1,0,1,1.816633,1
