iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,90,2.5333,1
1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,90,2.75998,1
0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,90,2.5333,1
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,90,2.037033,1
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,90,2.037033,1
0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,90,1.577767,1
0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,90,1.577767,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10,1.577767,1
0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,90,2.037033,1
0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,10,1.577767,1
0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,90,1.6,1
0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,90,1.6,1
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,90,2.177733,1
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,90,2.177733,1
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,10,2.177733,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,90,2.177733,1
