iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,time
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,90,1.3
0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,10,1.32
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,90,1.81
0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,90,1.95
0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,10,2.0
1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,10,2.05
0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,10,3.07
0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,10,3.21
0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,10,3.27
0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,10,3.35
0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,10,3.46
0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,10,3.59
1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,10,3.9010206733449224
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,90,3.90126369585736
1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,90,3.9013062246096752
0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,10,3.9013254366171277
0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,10,3.901448800288051
1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,90,3.9018468435012372
0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,10,3.9020645689743128
1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,90,3.902639158456477
