encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,1,0,0,0,0,0,0,0,2.410178,1
1,0,0,1,0,0,0,0,1,1,0,1.73776,1
1,1,0,0,1,0,0,0,0,0,0,1.968517,1
0,1,0,0,0,1,0,0,1,0,0,0.8722,1
1,1,0,0,1,0,0,0,0,0,1,1.16665,1
0,1,0,0,1,0,0,1,1,1,0,2.079771,1
0,0,0,0,0,1,0,0,1,1,0,1.7022,1
1,1,0,0,0,0,1,1,0,0,0,0.8722,1
1,0,0,1,0,0,0,1,0,1,0,2.641667,1
1,1,0,0,0,1,0,1,0,0,0,1.95224,1
0,1,0,0,0,1,0,0,0,0,0,2.160167,1
1,0,0,0,0,0,1,0,1,0,0,1.6676,1
0,0,0,0,0,0,1,0,1,0,0,2.3,1
0,1,0,1,0,0,0,1,0,0,0,2.175,1
0,0,0,0,0,1,0,0,1,0,0,2.3,1
0,1,1,0,0,0,0,1,0,0,0,2.012967,1
0,0,0,1,0,0,0,1,1,0,0,1.4917,1
1,1,0,0,1,0,0,0,0,1,0,2.10555,1
0,1,0,0,1,0,0,0,1,0,1,1.4833,1
1,1,0,0,0,1,0,0,0,0,0,2.137967,1
