encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,0,0,1,0,0,0,1,0,1,0,2.222222,1
0,1,0,0,1,0,0,0,0,0,1,2.361111,1
0,0,1,0,0,0,0,1,1,1,0,2.4375,1
0,1,1,0,0,0,0,1,0,1,0,1.333333,1
0,1,1,0,0,0,0,0,0,0,0,1.333333,1
0,0,1,0,0,0,0,1,0,1,0,1.333333,1
0,0,0,1,0,0,0,0,0,1,0,1.5,1
1,1,0,0,1,0,0,1,1,0,0,1.333333,1
1,1,0,0,0,1,0,1,0,1,0,1.333333,1
1,1,0,0,0,0,1,0,1,1,0,1.333333,1
1,1,0,0,1,0,0,0,0,0,0,2.0,1
0,1,0,1,0,0,0,1,1,1,0,1.888889,1
0,0,0,0,0,1,0,0,1,1,0,2.25,1
0,1,0,0,1,0,0,0,0,0,0,1.75,1
0,1,1,0,0,0,0,1,0,0,0,1.777778,1
1,1,0,0,0,1,0,0,0,0,0,2.125,1
0,0,0,0,0,1,0,1,1,1,0,1.25,1
0,0,0,0,0,1,0,0,0,0,0,1.0,0
0,1,0,0,1,0,0,1,1,1,0,1.0,0
0,0,0,0,1,0,0,0,0,1,0,2.0,1
0,0,0,0,1,0,0,0,0,1,1,1.666667,1
0,0,0,0,0,1,0,0,0,1,0,1.666667,1
