NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,1,1,0,0,0,0,0,1,0,0,0,0,8,160,0,2.861733,1
0,0,1,1,0,0,0,0,1,0,0,0,0,8,160,0,2.861733,1
1,0,1,1,0,1,0,1,0,1,0,1,0,22,320,0,2.466667,1
1,1,0,0,0,0,0,0,1,1,0,1,0,48,8,0,1.1778,1
1,0,1,0,0,1,0,1,0,1,0,1,1,22,320,0,1.1778,1
0,1,0,0,1,0,0,0,0,0,0,0,0,22,320,0,1.1778,1
1,1,1,0,0,1,1,0,0,0,0,1,0,22,320,0,1.711133,1
1,0,1,0,0,1,0,0,1,1,0,1,1,48,320,0,1.1778,1
0,0,1,0,1,0,0,0,0,1,0,1,1,44,8,0,1.1778,1
1,0,1,0,0,1,0,1,0,1,0,1,1,44,320,0,1.1778,1
1,1,0,0,0,0,1,0,0,0,0,0,0,22,8,2,2.274067,1
0,0,0,0,0,0,0,0,0,0,1,0,1,8,320,0,2.672225,1
0,0,1,0,0,0,1,0,0,0,0,0,1,22,8,0,1.6222,1
0,1,1,0,0,0,0,1,0,0,0,0,0,22,8,2,2.0222,1
0,1,0,0,0,0,0,0,1,0,0,0,0,8,160,0,2.24445,1
1,1,1,0,0,1,1,0,0,1,0,1,0,22,320,0,2.24445,1
0,1,0,0,1,0,0,0,0,0,0,0,0,8,8,2,2.0667,1
0,0,0,1,0,0,0,0,1,0,0,0,0,8,320,0,2.0667,1
0,0,0,1,0,0,0,0,1,0,0,0,0,8,160,0,2.0667,1
