encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,1,0,0,0,0,1,1,1,0,1.639343,1
0,0,1,0,0,0,0,0,1,0,0,1.085714,0
0,0,1,0,0,0,0,0,0,0,0,1.085714,0
1,1,0,0,0,1,0,0,1,0,0,1.085714,0
0,1,1,0,0,0,0,1,0,1,0,1.386229,0
1,1,0,0,0,0,1,1,0,1,0,1.386229,0
0,0,1,0,0,0,0,1,1,0,0,1.085714,0
1,0,0,0,0,1,0,1,0,0,0,1.085714,0
0,0,0,0,1,0,0,1,1,1,1,1.085714,0
0,0,0,0,0,0,1,1,1,0,0,1.085714,0
0,0,0,0,0,1,0,1,0,1,0,1.492036,1
1,1,0,0,0,1,0,0,0,0,0,2.338079,1
1,0,1,0,0,0,0,0,1,0,0,1.7333,1
0,1,1,0,0,0,0,1,0,0,0,2.478726,1
1,1,0,0,1,0,0,0,0,0,0,2.465406,1
0,0,0,0,0,1,0,1,0,0,0,2.033881,1
0,0,0,0,0,1,0,0,1,0,0,2.321429,1
0,0,0,0,0,0,1,0,1,0,0,2.465406,1
0,0,0,0,0,1,0,1,1,1,0,1.7,1
0,1,0,0,0,1,0,0,0,0,0,2.327004,1
0,0,0,0,0,1,0,0,0,0,0,2.327004,1
1,1,0,0,0,1,0,1,0,0,0,1.358686,0
0,1,0,0,1,0,0,0,0,0,1,1.612743,1
0,0,0,0,0,1,0,0,0,1,0,1.898457,1
0,0,0,0,0,1,0,0,1,1,0,1.612743,1
0,0,0,0,1,0,0,0,0,1,0,2.096864,1
0,1,0,0,1,0,0,1,1,1,0,1.7556,1
1,0,0,0,0,0,1,0,1,0,0,1.7556,1
0,0,0,0,1,0,0,0,0,0,0,2.009557,1
0,0,0,0,1,0,0,0,0,0,1,2.009557,1
