OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.771087,1
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1.044433,0
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1.044433,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.599983,1
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1.577767,1
0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2.088883,1
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1.044433,0
1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1.344417,0
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1.044433,0
0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1.044433,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.962933,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2.17775,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.566633,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.855517,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.566633,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.416642,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.055533,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.383317,1
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.383317,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.144433,1
0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1.488867,0
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2.0222,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.344433,0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2.099983,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1.7333,1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2.099983,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.966667,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.966667,1
