auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,0,1,0,0,0,0,0,0,0,0,0,2.599983,1
0,0,0,0,1,0,0,0,0,0,0,0,0.9333,0
0,0,1,0,1,0,0,1,0,1,0,0,0.9333,0
0,0,1,0,0,0,0,0,0,0,0,0,0.9333,0
1,0,0,1,0,0,0,1,0,1,0,1,1.5259,1
1,0,0,0,1,0,0,0,0,1,0,0,2.1111,1
1,0,0,1,0,0,0,0,0,0,0,0,2.606329,1
0,0,0,0,0,0,1,0,0,0,0,1,0.9333,0
0,1,1,1,1,0,0,0,1,1,1,1,0.9333,0
0,0,1,1,1,0,0,0,0,0,0,0,0.9333,0
1,1,1,0,0,0,0,1,0,1,0,0,2.451833,1
1,0,1,0,0,0,0,1,0,1,0,0,2.451833,1
1,0,0,0,0,0,0,0,0,0,0,0,1.4222,0
1,0,0,1,0,0,0,1,0,1,0,0,1.4222,0
0,1,0,0,0,1,0,0,0,0,0,0,1.4889,0
0,1,0,1,0,1,0,0,0,0,0,0,1.4889,1
0,1,0,0,0,1,0,0,0,1,0,0,1.4889,1
1,1,0,1,1,1,0,0,0,0,1,0,1.4889,1
1,1,1,0,1,1,0,1,0,1,0,1,1.4889,1
1,1,0,0,1,1,1,0,1,0,0,0,1.4889,1
1,1,1,0,1,1,0,1,1,0,0,1,1.4889,1
1,0,1,0,0,1,0,1,0,0,0,0,1.4889,1
0,0,0,1,0,1,0,0,0,0,0,0,1.4889,1
1,0,0,1,0,1,0,0,0,0,0,0,1.4889,1
1,1,1,0,0,0,0,1,0,1,0,1,1.8444,1
1,1,0,0,0,0,0,1,0,0,0,0,1.8444,1
1,0,0,1,1,0,0,0,0,1,0,0,2.26665,1
1,0,0,1,1,0,0,0,0,0,0,0,2.26665,1
1,0,0,1,0,0,0,0,0,1,0,0,2.26665,1
