NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
0,0,1,0,0,0,1,0,0,1,0,1,1,8,8,0,2.827156,1
1,0,0,1,0,0,1,0,0,1,0,0,0,22,160,0,1.637067,1
0,0,0,0,0,0,1,0,0,0,0,0,1,22,160,0,1.3556,1
1,0,1,0,0,0,0,0,1,1,0,1,1,22,8,0,2.03112,1
0,0,0,1,0,0,1,0,0,0,0,0,0,22,160,0,1.3556,1
1,0,1,0,0,1,0,0,1,1,0,1,1,22,8,0,1.3556,1
1,0,1,0,0,1,0,0,1,0,0,1,1,22,8,0,1.3556,1
0,0,0,0,0,0,0,0,1,1,0,0,1,44,8,0,1.3556,1
0,0,0,1,0,0,0,0,0,0,1,0,0,22,320,0,1.3556,1
1,0,0,0,1,0,0,0,0,1,0,1,1,22,8,0,1.3556,1
0,0,1,0,0,0,1,0,0,1,0,1,1,8,8,2,2.6111,1
1,0,1,1,0,1,1,0,0,0,0,1,0,8,160,0,2.6111,1
1,1,1,0,0,1,0,0,1,1,0,1,0,22,8,0,2.6111,1
0,1,0,0,0,0,0,0,0,1,1,1,0,22,160,0,2.6111,1
0,0,1,1,0,0,1,0,0,1,0,0,0,22,160,0,1.6222,1
1,0,1,1,0,0,0,0,0,1,1,1,0,22,160,0,2.0222,1
0,0,1,1,0,0,1,0,0,1,0,1,0,8,8,0,2.2222,1
1,0,0,0,0,0,0,0,1,1,0,1,1,8,8,0,2.2222,1
1,0,1,0,0,0,1,0,0,1,0,1,1,8,8,0,2.2222,1
1,1,1,0,0,0,0,0,1,1,0,1,0,8,8,0,2.0222,1
