NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,0,2.933333,1
1,0,1,1,0,1,1,0,0,1,0,1,0,8,8,0,2.539686,1
1,0,0,1,0,0,0,0,1,0,0,1,0,8,8,0,2.933333,1
1,0,1,1,0,1,1,0,0,1,0,1,0,22,8,0,1.2444,1
1,0,1,0,0,1,0,0,1,1,0,1,1,8,320,0,1.2444,1
1,0,1,1,0,1,0,0,0,1,1,1,0,8,8,0,2.733333,1
0,0,0,1,0,0,0,0,0,0,1,0,0,44,8,2,1.2444,1
1,0,1,1,0,1,0,0,0,1,1,1,0,22,8,0,1.2444,1
0,0,0,1,0,0,1,0,0,1,0,1,0,48,8,0,1.2444,1
1,1,0,0,0,0,0,1,0,0,0,0,0,44,8,2,1.2444,1
1,1,1,0,0,1,1,0,0,1,0,1,0,8,8,0,2.74445,1
0,1,0,0,0,0,1,0,0,0,0,0,0,22,8,1,1.94445,1
1,0,1,1,0,1,1,0,0,0,0,1,0,8,8,0,2.3111,1
1,1,1,0,1,1,0,0,0,1,0,1,0,8,8,0,2.533333,1
0,0,1,1,0,1,1,0,0,1,0,1,0,8,8,0,2.34445,1
