OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.2778,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.233333,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.27225,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2.013,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.7778,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1.7778,1
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1.2778,0
1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1.2778,0
1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1.2778,0
1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1.2778,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0167,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2.0167,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1.5278,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.5278,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.23335,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.7556,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.7556,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.7556,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.23335,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1.9611,1
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1.9611,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.9611,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.9611,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.9611,1
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1.9611,1
