iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,2.76444,1
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,90,1.288867,1
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,90,1.999983,1
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,90,1.288867,1
0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,90,1.288867,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,2.76444,1
0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,90,2.466667,1
1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,90,1.288867,1
1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,90,1.288867,1
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,90,1.288867,1
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90,2.466667,1
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,2.466667,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,2.466667,1
0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,1.7111,1
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,90,2.466667,1
