OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.333333,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1.166667,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.0,1
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0.333333,1
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.333333,1
1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0.333333,1
1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0.333333,0
0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0.333333,0
1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0.333333,0
0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0.333333,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.333333,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.666667,1
0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0.833333,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.833333,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.5,0
0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.333333,1
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1.0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666667,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.333333,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0.666667,1
0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1.333333,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.5,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.5,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1.166667,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.5,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.166667,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.0,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.333333,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.166667,1
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.166667,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.166667,1
