OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.400014,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.2889,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.2889,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2.0889,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1.2889,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.2889,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.555567,1
0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1.2889,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.814833,1
1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1.2889,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1.2889,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.2889,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.266667,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.3037,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1.2889,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.2889,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.333333,1
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2.03335,1
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.5778,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2.333333,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.03335,1
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.8889,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.7333,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.7333,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.7333,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.7333,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.7333,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.7333,1
