encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,0,0,0,1,0,0,0,1,0,0,3.74
1,1,0,0,1,0,0,0,0,0,0,3.82
1,0,0,0,1,0,0,0,0,1,1,6.83
0,1,0,0,1,0,0,1,0,0,0,7.05
0,0,0,0,1,0,0,1,1,1,1,7.33
1,1,0,1,0,0,0,0,1,0,0,7.98
0,0,0,0,0,0,1,1,1,1,0,44.25
0,1,0,0,0,0,1,0,0,0,0,57.08
0,0,0,0,0,0,1,0,0,0,0,65.02
1,0,0,0,0,0,1,0,0,0,0,73.02
0,0,0,0,0,0,1,1,0,0,0,84.93
1,1,1,0,1,1,1,1,0,1,0,87.2017024117164
1,1,1,0,1,1,1,0,0,0,1,87.201977875523
0,1,1,0,0,0,0,1,1,0,1,87.20375310704172
1,0,1,1,0,0,0,0,0,0,1,87.2037844319668
1,1,1,0,1,0,1,1,1,0,0,87.20408775412929
1,0,1,0,0,0,1,1,0,1,1,87.20454659095533
0,1,1,1,1,0,1,1,1,0,1,87.20465486703965
0,1,1,0,1,1,1,1,1,1,0,87.20562609546639
0,1,1,1,1,1,0,1,0,1,1,87.20565034973932
