encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,1,0,0,1,0,0,0,1,0,1,10.17
1,1,0,0,1,0,0,0,0,1,0,10.13
1,1,0,0,0,1,0,0,0,0,0,10.17
1,0,0,0,1,0,0,0,1,0,0,10.19
0,1,0,0,1,0,0,1,1,1,0,10.19
0,1,0,0,1,0,0,0,0,0,0,10.5
0,1,0,0,1,0,0,1,1,1,1,10.28
1,0,0,0,0,0,1,1,0,0,0,10.4
0,0,0,0,1,0,0,0,0,1,0,10.26
0,1,0,0,0,0,1,0,0,1,0,10.17
0,0,0,0,0,1,0,0,1,0,0,9.94
1,0,0,0,1,0,0,0,1,0,1,10.16
1,1,0,0,1,0,0,0,0,0,0,10.28
1,0,0,1,0,0,0,0,1,1,0,10.22
0,0,0,0,0,1,0,0,0,0,0,10.19
1,0,0,0,0,0,1,0,1,0,0,10.18
1,0,0,0,0,0,1,0,0,1,0,10.33
0,0,0,0,1,0,0,0,0,0,0,10.74
0,0,0,0,1,0,0,1,0,0,1,10.36
0,0,0,0,0,1,0,0,0,1,0,10.23
1,1,0,0,1,0,1,1,1,1,0,314.98839159017484
1,1,0,1,1,0,1,0,0,1,1,314.9812728700674
0,1,1,1,1,0,0,1,1,0,1,314.9839981241209
1,0,1,0,1,1,0,1,1,0,1,314.9866735689277
1,0,1,1,1,0,1,0,1,0,1,314.98624050978714
1,1,0,0,0,1,1,0,0,0,0,314.9880789558985
1,0,1,0,1,0,1,0,0,1,1,314.9813311389198
1,0,0,1,0,0,1,1,0,1,1,314.9875655570025
1,0,1,0,0,1,0,0,0,1,1,314.98569308100366
0,0,1,0,0,0,1,0,1,1,0,314.98546838767413
