OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,weight,selected
0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,2.049975,1
1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1.651833,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.04886,1
1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1.1333,0
1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1.1333,0
1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1.1333,0
1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1.1333,0
1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1.1333,0
1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.1333,0
1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1.1333,0
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2.481467,1
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,2.237033,1
1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1.5111,0
1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1.5111,0
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.429633,1
0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2.26665,1
0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1.6444,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7556,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.7556,1
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2.22225,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.22225,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.7556,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.7556,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.0889,1
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.0889,1
0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,2.0889,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.0889,1
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2.0889,1
