NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,weight,selected
1,1,0,0,0,0,1,0,0,1,0,1,0,8,8,1,2.837044,1
1,1,1,0,0,0,0,0,0,1,1,0,0,22,8,1,2.837044,1
1,1,1,0,0,0,0,0,1,0,0,1,0,22,8,0,1.5926,1
0,1,0,0,1,0,0,0,0,0,0,1,0,22,8,0,1.1778,1
0,1,0,0,0,1,0,0,0,0,1,0,0,22,320,0,1.5889,1
1,0,0,0,0,1,0,0,0,1,1,1,1,8,320,0,1.1778,1
0,1,0,0,0,0,0,1,0,1,0,0,0,22,160,0,1.1778,1
1,0,1,0,0,1,1,0,0,1,0,1,1,22,160,0,1.1778,1
0,1,0,0,1,0,0,0,0,0,0,0,0,22,8,0,1.1778,1
1,0,1,0,1,0,0,0,0,1,0,0,1,22,8,1,1.1778,1
1,0,1,0,0,1,1,0,0,1,0,1,1,8,8,0,2.64445,1
1,1,0,0,0,0,0,0,0,1,1,1,0,22,8,1,2.259267,1
1,1,0,0,0,0,1,0,0,1,0,1,0,22,8,0,1.8778,1
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,1,2.459267,1
0,0,0,1,0,0,0,1,0,0,0,0,0,8,8,1,2.459267,1
1,1,1,0,0,0,1,0,0,1,0,1,0,22,8,1,1.7556,1
1,1,1,0,0,0,1,0,0,1,0,1,0,8,8,0,2.2111,1
0,1,0,0,1,0,0,0,0,1,0,0,0,8,8,0,2.2111,1
1,0,0,1,0,0,0,1,0,0,0,1,0,8,8,1,2.0,1
