NoRes,NoReplayGain,Downmix,ReplayGainFast,MidSideStereo,Freeformat,Mono,DualChannels,Stereo,CRC,JointStereo,SwapBytes,ReplayGainAccurate,Resampling,CBR,VBRRange,time
0,0,0,1,0,0,0,0,1,0,0,0,0,8,8,2,2.35
1,1,1,0,0,1,0,1,0,1,0,1,0,22,8,0,2.71
1,0,1,0,0,0,0,0,1,1,0,1,1,8,8,2,2.73
1,0,1,1,0,1,1,0,0,1,0,0,0,22,320,0,2.8
0,0,1,0,0,0,0,0,1,1,0,1,1,8,8,2,2.8
1,0,1,0,0,0,0,0,1,1,0,0,1,8,8,2,2.82
0,0,0,0,0,0,0,1,0,0,0,0,1,8,8,1,2.86
1,1,1,0,0,1,0,1,0,1,0,1,0,22,160,0,2.97
1,1,1,0,0,1,0,0,1,1,0,1,0,22,160,0,3.02
0,0,0,1,0,0,1,0,0,1,0,1,0,22,320,0,3.45
1,1,1,0,0,1,1,0,0,1,0,1,0,48,320,0,3.52
0,0,0,1,0,0,0,1,0,0,0,1,0,22,8,0,3.68
0,0,0,0,0,0,1,0,0,1,0,0,1,22,8,0,3.95
0,0,0,1,0,0,0,0,0,1,1,1,0,22,160,0,4.44
1,0,1,0,0,0,1,0,0,1,0,1,1,44,8,1,4.53
0,0,1,1,0,1,0,0,0,0,1,0,0,22,160,0,4.56
0,0,1,1,0,0,0,0,1,1,0,1,0,22,8,0,5.04
1,0,0,0,0,0,1,0,0,0,0,1,1,44,8,1,5.49
0,0,1,0,0,0,1,0,0,1,0,1,1,44,8,1,5.56
1,0,0,0,0,0,0,1,0,1,0,0,1,44,8,0,5.74
