encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
0,0,0,0,1,0,0,0,0,1,0,2.284091,1
0,0,0,0,1,0,0,0,0,1,1,0.875,0
1,1,0,1,0,0,0,0,0,0,0,2.325,1
0,0,0,0,1,0,0,1,1,0,1,1.708333,1
0,1,0,1,0,0,0,0,1,0,0,0.875,1
0,1,0,0,0,1,0,1,0,1,0,0.875,0
0,1,0,0,1,0,0,0,1,1,1,0.875,0
1,0,0,1,0,0,0,0,1,0,0,0.875,0
1,0,0,0,1,0,0,1,0,0,0,0.875,1
0,0,0,0,1,0,0,1,0,1,0,0.875,1
1,0,0,0,1,0,0,0,1,0,1,1.875,1
0,1,0,0,1,0,0,1,1,0,1,2.03125,1
0,1,0,0,1,0,0,1,1,1,1,1.375,1
1,0,0,1,0,0,0,1,0,1,0,2.25,1
0,0,0,0,1,0,0,0,1,0,1,2.0,1
0,1,0,0,1,0,0,1,1,1,0,2.428571,1
0,0,0,0,0,1,0,0,1,1,0,1.833333,1
0,0,0,0,1,0,0,1,0,0,1,0.75,0
0,1,0,0,1,0,0,0,0,0,1,1.3125,1
0,1,0,0,1,0,0,0,1,0,1,2.229167,1
0,0,0,0,0,1,0,1,0,0,0,1.541667,1
1,0,0,0,1,0,0,0,1,0,0,2.0,1
0,1,0,1,0,0,0,1,0,0,0,1.625,1
1,1,0,0,1,0,0,0,0,1,0,1.75,1
1,1,0,0,1,0,0,0,0,0,0,1.25,1
