iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,weight,selected
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,10,1.909091,1
0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,90,1.272727,0
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,90,1.272727,0
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,90,1.636364,1
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,90,1.181818,0
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,90,1.181818,0
0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,90,1.181818,0
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,90,0.818182,0
0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,90,1.363636,0
0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,90,1.272727,0
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,90,1.30303,0
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,90,0.863636,0
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,90,0.454545,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,90,1.060606,0
0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,90,1.863636,1
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,90,1.181818,0
0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,90,1.090909,0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,1.909091,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,1.515152,1
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,90,0.909091,0
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,90,0.909091,0
0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,90,1.977273,1
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,90,1.836364,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,90,2.106061,1
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,90,1.454545,1
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,90,1.454545,0
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,90,1.363636,0
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,1.772727,1
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,90,2.015152,1
0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,90,0.818182,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,90,1.090909,0
0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,90,1.090909,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,90,1.863636,1
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,1.863636,1
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,1.681818,1
0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,90,1.863636,1
0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,10,1.363636,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,10,1.363636,0
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,90,1.363636,0
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,10,1.363636,0
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,90,1.636364,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,90,1.636364,1
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,1.636364,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,1.636364,1
0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,90,1.636364,1
