encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,weight,selected
1,1,0,0,1,0,0,0,0,0,0,2.288862,1
0,1,0,0,1,0,0,1,1,1,0,2.619122,1
0,0,0,0,1,0,0,0,1,0,1,1.90275,1
1,1,0,0,0,0,1,0,0,0,0,1.837017,1
0,1,0,1,0,0,0,1,1,1,0,2.405244,1
1,0,0,0,0,0,1,0,0,1,0,2.43387,1
1,1,1,0,0,0,0,0,1,0,0,1.0944,0
0,1,0,1,0,0,0,0,1,1,0,1.0944,0
0,1,0,1,0,0,0,0,0,0,0,1.0944,0
1,1,0,1,0,0,0,1,1,1,0,1.0944,0
0,0,0,0,1,0,0,0,0,1,0,2.43832,1
0,0,0,0,0,0,1,0,1,0,0,2.1222,1
0,0,0,0,1,0,0,0,0,1,1,1.3083,0
0,1,0,0,1,0,0,0,0,0,1,1.3083,0
0,1,0,0,1,0,0,0,0,0,0,2.2787,1
1,0,0,0,0,0,1,1,0,0,0,2.169425,1
1,0,0,1,0,0,0,0,1,1,0,2.0574,1
1,0,0,0,1,0,0,0,1,0,0,1.85555,1
0,0,0,1,0,0,0,1,1,1,0,1.425,0
0,0,0,0,1,0,0,0,0,0,0,1.5944,1
1,1,0,0,1,0,0,0,0,0,1,1.5944,1
0,1,0,0,0,0,1,0,0,1,0,1.7861,1
0,1,0,0,1,0,0,0,1,0,1,1.7111,1
0,0,0,0,1,0,0,0,0,0,1,1.9917,1
0,0,0,0,1,0,0,0,1,0,0,1.9917,1
0,0,0,1,0,0,0,1,1,0,0,1.9917,1
0,1,0,1,0,0,0,1,0,0,0,1.9917,1
