encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,1,0,0,1,0,0,0,0,1,0,6.2
0,0,0,0,1,0,0,0,0,1,0,6.08
1,1,0,1,0,0,0,0,0,0,0,6.08
0,0,1,0,0,0,0,1,1,1,0,6.58
0,0,0,0,1,0,0,0,0,1,1,6.33
1,1,0,0,1,0,0,0,0,0,1,6.33
0,1,0,0,1,0,0,0,0,0,1,6.31
0,0,0,0,0,1,0,1,0,0,0,6.55
0,1,0,0,1,0,0,0,0,0,0,6.47
0,0,0,0,1,0,0,0,1,0,0,6.32
1,1,0,0,1,0,0,0,0,0,0,6.25
0,0,0,1,0,0,0,1,1,0,0,6.12
1,0,0,1,0,0,0,1,0,1,0,6.07
0,0,0,0,1,0,0,1,0,0,1,6.11
0,0,0,0,1,0,0,0,0,0,0,6.48
0,0,0,0,1,0,0,0,0,0,1,6.49
0,0,0,0,1,0,0,0,1,0,1,6.32
0,0,0,1,0,0,0,0,0,1,0,8.69
0,0,0,0,1,0,0,0,1,1,1,8.69
0,1,1,0,0,0,0,1,1,1,0,8.97
0,1,1,1,1,0,1,1,0,0,1,163.8239700761368
0,0,1,1,0,0,0,0,0,0,1,163.82886273730165
1,1,1,0,1,1,0,0,1,1,1,163.828309201149
0,0,1,0,0,0,1,1,0,0,1,163.82809796229822
1,0,0,0,1,0,1,1,0,1,0,163.82863111616126
1,0,0,1,0,1,0,0,0,0,1,163.8271308165209
0,1,1,1,1,1,0,1,1,1,1,163.8266242945652
0,0,0,0,1,1,1,1,0,1,1,163.82171181083126
0,1,0,1,1,0,0,1,0,0,0,163.82122452638188
0,0,1,1,0,1,0,1,0,1,1,163.82788117693627
