auto_config,debug_ref_count,dump_models,model,model_validate,proof,smtlib2_compliant,stats,trace,type_check,unsat_core,well_sorted_check,weight,selected
1,0,0,0,1,0,0,0,0,0,0,1,1.683509,1
1,0,1,0,1,0,0,0,0,0,0,0,1.759618,1
1,0,0,0,1,0,0,1,0,0,0,1,1.759618,1
1,1,0,0,0,0,0,0,0,0,1,0,1.789402,1
1,1,0,0,0,0,0,0,0,0,0,1,1.789402,1
1,1,0,1,0,0,0,0,0,0,0,0,1.789402,1
1,0,1,1,0,0,0,0,0,0,0,0,1.475791,0
1,0,1,1,1,0,1,1,1,1,0,1,0.870718,0
1,0,1,1,1,0,1,1,1,1,1,0,0.870718,0
1,0,1,0,1,0,0,0,1,1,0,0,0.870718,0
1,1,1,0,0,0,0,1,0,1,0,1,0.761627,0
1,1,0,1,0,0,0,0,0,0,0,1,1.626268,1
1,1,0,1,1,0,0,0,0,0,0,1,0.761627,0
1,1,1,1,1,0,0,0,0,0,0,1,0.761627,0
0,0,1,0,1,0,1,0,0,0,0,1,1.670718,1
0,0,0,0,1,0,0,0,0,0,0,0,1.797187,1
0,0,0,0,1,0,0,1,0,0,0,1,1.797187,1
1,0,0,0,1,0,0,1,0,0,1,0,0.919236,0
0,0,0,1,0,0,0,0,0,0,0,0,1.321915,0
0,0,1,1,0,0,0,0,0,0,0,0,1.321915,0
0,1,0,0,0,0,0,0,0,0,0,1,0.832345,0
0,0,1,1,1,0,0,1,0,0,0,0,0.832345,0
0,1,1,0,0,0,0,0,0,0,0,0,0.832345,0
0,0,1,0,1,0,0,0,0,0,0,1,0.832345,0
0,0,0,0,0,0,0,0,0,0,0,1,1.744952,1
0,0,0,1,0,0,0,0,0,0,0,1,1.293973,0
1,0,0,1,0,0,1,0,0,1,0,1,1.012155,0
1,0,0,1,0,0,0,0,0,1,0,0,1.293973,0
0,0,0,1,0,0,0,1,0,0,0,1,1.293973,0
0,0,1,1,0,0,0,1,0,1,0,0,1.293973,0
1,0,0,1,0,0,0,1,0,1,0,0,1.293973,0
1,0,0,1,0,1,0,0,0,0,0,1,1.305073,0
1,0,0,1,0,1,0,0,0,0,0,0,1.305073,0
1,0,0,0,1,0,0,0,0,0,0,0,1.305073,0
1,0,0,1,1,0,0,0,0,0,1,0,1.305073,0
1,0,0,1,0,0,0,0,0,0,0,0,1.305073,0
0,0,1,0,0,0,0,0,0,0,1,0,1.329282,0
0,0,0,0,0,0,1,0,0,0,0,1,1.590909,1
0,0,0,0,0,0,0,1,0,0,0,1,1.590909,1
0,0,1,0,0,0,0,0,0,0,0,1,1.329282,0
0,0,1,0,0,0,0,0,0,0,0,0,1.685518,1
0,0,0,0,1,0,0,1,0,0,0,0,1.329282,0
0,0,0,0,1,0,1,0,0,0,0,0,1.420191,0
1,0,1,0,0,0,0,0,0,0,0,0,1.590909,1
0,0,0,0,0,0,1,0,0,0,0,0,1.4889,0
1,0,0,0,0,0,1,0,0,0,0,1,1.4889,0
1,0,0,0,0,0,0,0,0,0,0,0,1.4889,0
0,0,0,0,0,0,0,0,0,1,0,0,1.4889,0
0,0,0,0,0,0,0,0,0,0,0,0,1.4889,0
1,1,0,0,1,0,0,0,0,0,1,0,1.490909,1
1,1,1,0,0,0,0,0,0,0,0,0,1.490909,1
1,1,0,0,0,0,1,0,0,1,1,0,1.490909,1
1,1,0,1,0,0,0,0,0,1,0,0,1.490909,1
1,1,0,1,0,0,0,0,0,1,1,0,1.490909,1
1,0,0,0,0,0,1,1,0,0,1,0,1.490909,0
